TIME,Lat_GPS,Lon_GPS,Target_Lat,Target_Lon,Theta,Theta_Target,Theta_Err,VL,VR,V_Aktual,Dist_GPS,Dist_Travelled,ETA_GPS,WP,MODE
19:33.0,-7.048954,110.392967,-7.04897,110.39302,290.78,288.41,-2.37,0.77,0.69,0.73,6.16,26.44,8.41,0,1
19:33.2,-7.048954,110.392967,-7.048969,110.393013,291.7,290.7,-1,0.77,0.7,0.74,5.33,26.58,7.24,0,1
19:33.3,-7.048954,110.392967,-7.048969,110.393013,290.49,290.7,0.21,1.04,1.07,1.05,5.33,26.77,5.06,0,1
19:33.5,-7.048954,110.392967,-7.04897,110.393013,289.18,291.22,2.04,0.73,0.72,0.73,5.35,26.9,7.36,0,1
19:33.7,-7.048954,110.392967,-7.04897,110.393005,288.86,291.22,2.36,0.79,0.76,0.77,4.56,27.04,5.88,0,1
19:34.0,-7.048954,110.392967,-7.04897,110.393005,290.04,291.22,1.18,0.71,0.68,0.69,4.56,27.16,6.56,0,1
19:34.2,-7.048954,110.392967,-7.04897,110.393005,292.65,291.22,-1.42,0.57,0.49,0.53,4.56,27.26,8.65,0,1
19:34.4,-7.048954,110.392967,-7.04897,110.393005,296.18,291.22,-4.96,1.07,0.87,0.97,4.56,27.43,4.71,0,1
19:34.6,-7.048954,110.392967,-7.04897,110.393005,297.26,291.22,-6.03,0.72,0.67,0.69,4.56,27.55,6.56,0,1
19:34.8,-7.048954,110.392967,-7.048969,110.392997,297.14,298.86,1.72,0.71,0.71,0.71,3.77,27.68,5.32,0,1
19:35.0,-7.048954,110.392967,-7.048969,110.392997,296.27,298.86,2.58,0.73,0.75,0.74,3.77,27.82,5.1,0,1
19:35.2,-7.048954,110.392967,-7.048969,110.392997,296.89,298.86,1.97,0.75,0.75,0.75,3.77,27.95,5,0,1
19:35.4,-7.048954,110.392967,-7.048969,110.392997,298.86,298.16,-0.7,1.12,0.96,1.04,3.75,28.14,3.59,0,1
19:35.6,-7.048954,110.392967,-7.048969,110.392997,300.36,298.16,-2.2,0.75,0.64,0.69,3.75,28.26,5.39,0,1
19:35.8,-7.048954,110.392967,-7.048969,110.392997,301.73,298.16,-3.57,0.74,0.67,0.71,3.75,28.39,5.31,0,1
19:36.0,-7.048954,110.392967,-7.048969,110.392997,305.38,298.16,-7.22,0.33,0.55,0.44,3.75,28.47,8.52,0,1
19:36.2,-7.048954,110.392967,-7.048969,110.392997,307.23,298.16,-9.08,0.48,0.57,0.52,3.75,28.56,7.16,0,1
19:36.4,-7.048954,110.392967,-7.048969,110.392997,306.96,298.16,-8.8,0.64,0.66,0.65,3.75,28.68,5.77,0,1
19:36.6,-7.048954,110.392967,-7.048969,110.392997,305.17,298.16,-7.01,0.68,0.73,0.7,3.75,28.81,5.34,0,1
19:36.8,-7.048954,110.392967,-7.048969,110.392997,303.71,298.16,-5.55,0.67,0.77,0.72,3.75,28.94,5.19,0,1
19:37.1,-7.048954,110.392967,-7.048969,110.392997,301.88,298.16,-3.72,0.97,1.03,1,3.75,29.12,3.75,0,1
19:37.3,-7.048954,110.392967,-7.048969,110.392997,301.2,298.16,-3.04,0.79,0.8,0.8,3.75,29.26,4.71,0,1
19:37.4,-7.048954,110.392967,-7.048969,110.392997,300.46,298.16,-2.3,0.73,0.73,0.73,3.75,29.39,5.11,0,1
19:37.6,-7.048954,110.392967,-7.048969,110.392997,300.02,298.16,-1.86,0.75,0.77,0.76,3.75,29.53,4.92,0,1
19:37.8,-7.048954,110.392967,-7.048969,110.392997,299.56,298.16,-1.4,0.76,0.75,0.75,3.75,29.67,4.97,0,1
19:38.1,-7.048954,110.392967,-7.048969,110.392997,298.88,298.16,-0.72,1.08,1.11,1.09,3.75,29.86,3.43,0,1
19:38.3,-7.048954,110.392967,-7.048969,110.392997,297.89,298.16,0.27,0.76,0.77,0.76,3.75,30,4.9,0,1
19:38.5,-7.049295,110.392997,-7.048963,110.392974,297.1,175.32,-121.78,0.76,0.79,0.77,36.99,0,47.73,1,1
19:38.7,-7.049295,110.392997,-7.048963,110.392974,295.13,175.33,-119.8,0.75,0.76,0.75,37.04,0.14,49.13,1,1
19:38.8,-7.049295,110.392997,-7.048963,110.392974,290.75,175.33,-115.41,0.29,0.7,0.5,37.04,0.22,74.73,1,1
19:39.1,-7.049295,110.392997,-7.048963,110.392974,278.76,175.33,-103.43,0.27,0.8,0.53,37.04,0.32,69.36,1,1
19:39.3,-7.049295,110.392997,-7.048963,110.392974,267.55,175.33,-92.22,0.08,0.52,0.3,37.04,0.38,123.39,1,1
19:39.5,-7.049295,110.392997,-7.048963,110.392974,258.93,175.33,-83.59,0.03,0.52,0.28,37.04,0.42,134.33,1,1
19:39.7,-7.049295,110.392997,-7.048963,110.392974,244.51,175.33,-69.18,0.01,0.52,0.26,37.04,0.47,141.49,1,1
19:39.9,-7.049295,110.392997,-7.048963,110.392974,232.09,175.33,-56.75,0.01,0.52,0.27,37.04,0.52,139.63,1,1
19:40.1,-7.049295,110.392997,-7.048963,110.392974,210.46,175.33,-35.13,0.01,0.97,0.49,37.04,0.61,75.26,1,1
19:40.3,-7.049295,110.392997,-7.048963,110.392974,193.12,175.33,-17.78,0.1,0.75,0.43,37.04,0.69,86.28,1,1
19:40.5,-7.049295,110.392997,-7.048963,110.392974,182.52,175.33,-7.18,0.18,0.81,0.5,37.04,0.77,74.73,1,1
19:40.7,-7.049295,110.392997,-7.048963,110.392974,165.79,175.33,9.54,0.33,0.84,0.59,37.04,0.88,63.17,1,1
19:40.9,-7.049295,110.392997,-7.048963,110.392974,159.27,175.33,16.06,0.49,0.82,0.65,37.04,1,56.75,1,1
19:41.2,-7.049295,110.392997,-7.048963,110.392974,159.63,175.33,15.7,0.89,0.91,0.9,37.04,1.16,41.29,1,1
19:41.3,-7.049295,110.392997,-7.048963,110.392974,162.96,175.33,12.37,0.75,0.57,0.66,37.04,1.28,56.45,1,1
19:41.5,-7.049295,110.392997,-7.048963,110.392974,165.72,175.33,9.62,0.74,0.57,0.65,37.04,1.39,56.75,1,1
19:41.7,-7.049295,110.392997,-7.048963,110.392974,170.62,175.33,4.71,0.75,0.56,0.65,37.04,1.51,56.75,1,1
19:41.9,-7.049295,110.392997,-7.048963,110.392974,173.82,175.33,1.51,0.73,0.57,0.65,37.04,1.63,57.05,1,1
19:42.2,-7.049295,110.392997,-7.048978,110.392974,177.59,175.11,-2.48,1.11,0.94,1.02,35.3,1.81,34.51,1,1
19:42.4,-7.049295,110.392997,-7.048982,110.392974,178.32,175.06,-3.26,0.74,0.67,0.71,34.93,1.94,49.53,1,1
19:42.6,-7.049295,110.392997,-7.048982,110.392974,177.66,175.06,-2.6,0.71,0.75,0.73,34.93,2.07,47.65,1,1
19:42.7,-7.049295,110.392997,-7.048982,110.392974,175.33,175.06,-0.27,0.7,0.75,0.72,34.93,2.2,48.34,1,1
19:42.9,-7.049295,110.392997,-7.048982,110.392974,173.07,175.06,1.99,0.69,0.78,0.74,34.93,2.33,47.42,1,1
19:43.2,-7.049295,110.392997,-7.048982,110.392974,171.1,175.06,3.96,1.01,1.07,1.04,34.93,2.52,33.69,1,1
19:43.4,-7.049295,110.392997,-7.048982,110.392974,171.17,175.06,3.89,0.68,0.65,0.67,34.93,2.64,52.39,1,1
19:43.6,-7.049295,110.392997,-7.048982,110.392974,172.07,175.06,2.99,0.74,0.7,0.72,34.93,2.77,48.57,1,1
19:43.8,-7.049295,110.392997,-7.048982,110.392974,174.06,175.06,1,0.8,0.72,0.76,34.93,2.91,46.11,1,1
19:43.9,-7.049295,110.392997,-7.048982,110.392974,175.8,175.06,-0.74,0.77,0.71,0.74,34.93,3.04,47.42,1,1
19:44.2,-7.049295,110.392997,-7.048993,110.392974,177.32,174.88,-2.44,1.23,1.14,1.19,33.71,3.25,28.4,1,1
19:44.4,-7.049295,110.392997,-7.048994,110.392974,177.22,174.85,-2.37,0.82,0.8,0.81,33.55,3.4,41.43,1,1
19:44.6,-7.049295,110.392997,-7.048994,110.392974,176.16,174.85,-1.31,0.75,0.81,0.78,33.55,3.54,42.91,1,1
19:44.8,-7.049295,110.392997,-7.048994,110.392974,173.85,174.85,1,0.75,0.84,0.8,33.55,3.68,41.97,1,1
19:45.0,-7.049295,110.392997,-7.048994,110.392974,171.63,174.85,3.22,0.74,0.82,0.78,33.55,3.82,42.91,1,1
19:45.3,-7.049295,110.392997,-7.048994,110.392974,170.74,174.85,4.11,1.08,1.11,1.1,33.55,4.02,30.61,1,1
19:45.4,-7.049295,110.392997,-7.048994,110.392974,170.89,174.85,3.96,0.77,0.75,0.76,33.55,4.16,44.09,1,1
19:45.6,-7.049295,110.392997,-7.048994,110.392974,171.59,174.85,3.27,0.76,0.72,0.74,33.55,4.29,45.34,1,1
19:45.8,-7.049295,110.392997,-7.049005,110.392982,172.72,175.99,3.27,0.77,0.69,0.73,32.28,4.42,44.04,1,1
19:46.0,-7.049295,110.392997,-7.049005,110.392982,173.76,175.99,2.22,0.64,0.56,0.6,32.28,4.53,53.77,1,1
19:46.3,-7.049295,110.392997,-7.049007,110.392982,176.19,175.96,-0.23,0.75,0.64,0.69,32.07,4.66,46.17,1,1
19:46.5,-7.049295,110.392997,-7.049008,110.392982,176.85,175.95,-0.9,0.68,0.52,0.6,31.91,4.77,53.15,1,1
19:46.7,-7.049295,110.392997,-7.049009,110.392982,175.99,175.93,-0.07,0.61,0.61,0.61,31.8,4.88,52.07,1,1
19:46.8,-7.049295,110.392997,-7.049009,110.392982,174.55,175.93,1.37,0.66,0.61,0.64,31.8,4.99,50.06,1,1
19:47.0,-7.049295,110.392997,-7.049009,110.392982,174.02,175.93,1.91,0.53,0.56,0.54,31.8,5.09,58.41,1,1
19:47.3,-7.049295,110.392997,-7.049009,110.392982,175.45,175.93,0.48,0.75,0.67,0.71,31.8,5.22,44.66,1,1
19:47.5,-7.049295,110.392997,-7.049009,110.392982,177.43,175.93,-1.51,0.43,0.37,0.4,31.8,5.29,79.92,1,1
19:47.7,-7.049295,110.392997,-7.049009,110.392982,178.78,175.93,-2.85,0.43,0.33,0.38,31.8,5.36,83.59,1,1
19:47.9,-7.049295,110.392997,-7.049013,110.392982,179.4,175.88,-3.52,0.5,0.48,0.49,31.38,5.44,63.76,1,1
19:48.1,-7.049295,110.392997,-7.049014,110.392982,178.72,175.86,-2.86,0.49,0.53,0.51,31.28,5.54,61.37,1,1
19:48.3,-7.049295,110.392997,-7.049014,110.392982,176.49,175.86,-0.63,0.73,0.81,0.77,31.28,5.67,40.73,1,1
19:48.5,-7.049295,110.392997,-7.049014,110.392982,173.8,175.86,2.06,0.43,0.53,0.48,31.28,5.76,64.93,1,1
19:48.7,-7.049295,110.392997,-7.049014,110.392982,172.05,175.86,3.8,0.44,0.55,0.5,31.28,5.85,63.1,1,1
19:48.9,-7.049295,110.392997,-7.049018,110.392982,170.24,175.8,5.55,0.54,0.57,0.56,30.8,5.95,55.15,1,1
19:49.1,-7.049295,110.392997,-7.049018,110.392982,169.1,175.8,6.69,0.64,0.54,0.59,30.8,6.06,51.9,1,1
19:49.4,-7.049295,110.392997,-7.049018,110.392982,169.12,175.8,6.68,0.84,0.8,0.82,30.8,6.21,37.39,1,1
19:49.5,-7.049295,110.392997,-7.049021,110.392982,170.92,175.76,4.84,0.61,0.53,0.57,30.53,6.31,53.34,1,1
19:49.7,-7.049295,110.392997,-7.049021,110.392982,172.89,175.76,2.87,0.66,0.54,0.6,30.53,6.42,51.15,1,1
19:49.9,-7.049295,110.392997,-7.049021,110.392982,176.57,175.76,-0.81,0.64,0.52,0.58,30.53,6.52,52.38,1,1
19:50.1,-7.049295,110.392997,-7.049021,110.392982,179.01,175.76,-3.25,0.59,0.45,0.52,30.53,6.61,58.71,1,1
19:50.4,-7.049295,110.392997,-7.049021,110.392982,179.6,175.76,-3.85,0.57,0.52,0.54,30.53,6.71,56.43,1,1
19:50.6,-7.049295,110.392997,-7.049021,110.392982,179.1,175.76,-3.34,0.61,0.64,0.63,30.53,6.83,48.6,1,1
19:50.8,-7.049295,110.392997,-7.049027,110.392982,177.59,175.66,-1.93,0.62,0.68,0.65,29.85,6.94,45.97,1,1
19:50.9,-7.049295,110.392997,-7.049027,110.392982,173.17,175.64,2.47,0.73,0.87,0.8,29.69,7.09,36.98,1,1
19:51.1,-7.049295,110.392997,-7.049028,110.392982,170.52,175.64,5.12,0.41,0.56,0.49,29.69,7.17,61.18,1,1
19:51.4,-7.049295,110.392997,-7.049028,110.392982,170.08,175.64,5.56,0.53,0.57,0.55,29.69,7.27,54.17,1,1
19:51.6,-7.049295,110.392997,-7.049028,110.392982,170.81,175.64,4.83,0.63,0.61,0.62,29.69,7.38,47.78,1,1
19:51.8,-7.049295,110.392997,-7.049032,110.392982,172.4,175.56,3.16,0.68,0.6,0.64,29.26,7.5,45.81,1,1
19:52.0,-7.049295,110.392997,-7.049032,110.392982,173.62,175.56,1.94,1.07,0.89,0.98,29.26,7.68,29.83,1,1
19:52.2,-7.049295,110.392997,-7.049032,110.392982,174.43,175.56,1.14,0.68,0.64,0.66,29.26,7.79,44.59,1,1
19:52.4,-7.049295,110.392997,-7.049035,110.392982,174.75,175.54,0.79,0.68,0.64,0.66,29,7.91,43.96,1,1
19:52.6,-7.049295,110.392997,-7.049036,110.392982,175.09,175.51,0.42,0.72,0.7,0.71,28.84,8.04,40.7,1,1
19:52.8,-7.049295,110.392997,-7.049036,110.392982,175.61,175.51,-0.1,0.73,0.71,0.72,28.84,8.17,39.91,1,1
19:53.0,-7.049295,110.392997,-7.049036,110.392982,175.82,175.51,-0.31,0.99,0.88,0.94,28.84,8.34,30.83,1,1
19:53.2,-7.049295,110.392997,-7.049036,110.392982,176.4,175.51,-0.88,0.42,0.42,0.42,28.84,8.41,68.85,1,1
19:53.4,-7.049295,110.392997,-7.049036,110.392982,176.09,175.51,-0.58,0.42,0.45,0.44,28.84,8.49,66.1,1,1
19:53.6,-7.049295,110.392997,-7.049036,110.392982,174.44,175.51,1.07,0.52,0.55,0.53,28.84,8.59,54,1,1
19:53.8,-7.049295,110.392997,-7.049036,110.392982,172.47,175.51,3.04,0.56,0.63,0.59,28.84,8.7,48.6,1,1
19:54.0,-7.049295,110.392997,-7.049036,110.392982,171.38,175.51,4.13,0.93,0.93,0.93,28.84,8.86,31.06,1,1
19:54.2,-7.049295,110.392997,-7.049036,110.392982,171.77,175.51,3.74,0.66,0.64,0.65,28.84,8.98,44.42,1,1
19:54.3,-7.049295,110.392997,-7.049036,110.392982,172.43,175.51,3.09,0.7,0.61,0.66,28.84,9.1,43.95,1,1
19:54.6,-7.049295,110.392997,-7.049036,110.392982,173.41,175.51,2.1,0.7,0.62,0.66,28.84,9.22,43.71,1,1
19:54.7,-7.049295,110.392997,-7.049051,110.39299,174.19,178.4,4.21,0.68,0.66,0.67,27.16,9.34,40.53,1,1
19:55.0,-7.049295,110.392997,-7.049051,110.39299,175.66,178.4,2.74,1.05,0.94,0.99,27.16,9.52,27.4,1,1
19:55.2,-7.049295,110.392997,-7.049055,110.39299,176.72,178.38,1.66,0.7,0.64,0.67,26.68,9.64,40.02,1,1
19:55.4,-7.049295,110.392997,-7.049057,110.39299,177.59,178.36,0.77,0.7,0.64,0.67,26.52,9.76,39.78,1,1
19:55.6,-7.049295,110.392997,-7.049058,110.39299,179.25,178.36,-0.89,0.71,0.64,0.67,26.37,9.88,39.14,1,1
19:55.7,-7.049295,110.392997,-7.049058,110.39299,180.79,178.36,-2.43,0.62,0.56,0.59,26.37,9.98,44.69,1,1
19:56.0,-7.049295,110.392997,-7.049058,110.39299,181.66,178.36,-3.3,0.91,0.89,0.9,26.37,10.15,29.28,1,1
19:56.2,-7.049295,110.392997,-7.049063,110.39299,181.39,178.32,-3.07,0.59,0.64,0.61,25.84,10.26,42.29,1,1
19:56.4,-7.049295,110.392997,-7.049064,110.39299,180.8,178.31,-2.48,0.64,0.71,0.67,25.68,10.38,38.11,1,1
19:56.6,-7.049295,110.392997,-7.049064,110.39299,179.19,178.31,-0.88,0.65,0.68,0.67,25.68,10.5,38.51,1,1
19:56.7,-7.049295,110.392997,-7.049064,110.39299,178.03,178.31,0.28,0.67,0.77,0.72,25.68,10.63,35.71,1,1
19:57.0,-7.049295,110.392997,-7.049064,110.39299,176.42,178.31,1.9,0.97,1.01,0.99,25.68,10.8,25.99,1,1
19:57.2,-7.049295,110.392997,-7.049064,110.39299,174.86,178.31,3.46,0.74,0.71,0.73,25.68,10.93,35.36,1,1
19:57.4,-7.049295,110.392997,-7.049064,110.39299,174.02,178.31,4.29,0.76,0.7,0.73,25.68,11.07,35.19,1,1
19:57.6,-7.049295,110.392997,-7.049064,110.39299,173.59,178.31,4.72,0.73,0.69,0.71,25.68,11.19,36.06,1,1
19:57.8,-7.049295,110.392997,-7.049064,110.39299,175.11,178.31,3.21,0.71,0.65,0.68,25.68,11.32,37.92,1,1
19:58.0,-7.049295,110.392997,-7.049064,110.39299,177.82,178.31,0.49,1.1,0.94,1.02,25.68,11.5,25.19,1,1
19:58.2,-7.049295,110.392997,-7.049064,110.39299,179.99,178.31,-1.68,0.73,0.65,0.69,25.68,11.62,37.34,1,1
19:58.4,-7.049295,110.392997,-7.049064,110.39299,181.08,178.31,-2.77,0.71,0.61,0.66,25.68,11.74,38.92,1,1
19:58.6,-7.049295,110.392997,-7.049064,110.39299,181.6,178.31,-3.29,0.68,0.68,0.68,25.68,11.87,37.53,1,1
19:58.8,-7.049295,110.392997,-7.049064,110.39299,180.96,178.31,-2.64,0.68,0.71,0.69,25.68,11.99,36.96,1,1
19:59.1,-7.049295,110.392997,-7.049064,110.39299,177.94,178.31,0.37,1.08,1.12,1.1,25.68,12.19,23.28,1,1
19:59.3,-7.049295,110.392997,-7.049064,110.39299,175.98,178.31,2.34,0.61,0.71,0.66,25.68,12.31,39.13,1,1
19:59.4,-7.049295,110.392997,-7.049064,110.39299,175.32,178.31,2.99,0.61,0.63,0.62,25.68,12.42,41.56,1,1
19:59.6,-7.049295,110.392997,-7.049064,110.39299,176.12,178.31,2.19,0.65,0.61,0.63,25.68,12.53,40.87,1,1
19:59.8,-7.049295,110.392997,-7.049086,110.39299,178.98,178.14,-0.84,0.67,0.58,0.62,23.29,12.64,37.28,1,1
20:00.1,-7.049295,110.392997,-7.049086,110.39299,184.23,178.14,-6.1,1,0.82,0.91,23.29,12.81,25.66,1,1
20:00.3,-7.049295,110.392997,-7.049088,110.39299,187.94,178.12,-9.82,0.47,0.42,0.44,23.03,12.89,51.94,1,1
20:00.5,-7.049295,110.392997,-7.049089,110.39299,188.16,178.11,-10.05,0.61,0.49,0.55,22.92,12.99,41.82,1,1
20:00.6,-7.049295,110.392997,-7.04909,110.39299,186.9,178.1,-8.8,0.54,0.59,0.56,22.81,13.09,40.6,1,1
20:00.8,-7.049295,110.392997,-7.04909,110.39299,185.44,178.1,-7.34,0.34,0.56,0.45,22.81,13.17,51.06,1,1
20:01.1,-7.049295,110.392997,-7.04909,110.39299,182.23,178.1,-4.13,0.74,0.84,0.79,22.81,13.31,28.79,1,1
20:01.3,-7.049295,110.392997,-7.04909,110.39299,179.78,178.1,-1.69,0.6,0.68,0.64,22.81,13.43,35.52,1,1
20:01.5,-7.049295,110.392997,-7.04909,110.39299,179.22,178.1,-1.12,0.67,0.73,0.7,22.81,13.55,32.68,1,1
20:01.7,-7.049295,110.392997,-7.04909,110.39299,179.23,178.1,-1.13,0.74,0.73,0.74,22.81,13.68,30.98,1,1
20:01.8,-7.049295,110.392997,-7.049097,110.392997,180.53,180,-0.53,0.75,0.72,0.73,22,13.82,30.02,1,1
20:02.1,-7.049295,110.392997,-7.049097,110.392997,182.76,180,-2.76,1.1,0.99,1.05,22,14,21.01,1,1
20:02.3,-7.049295,110.392997,-7.049097,110.392997,183.77,180,-3.77,0.67,0.64,0.65,22,14.12,33.71,1,1
20:02.5,-7.049295,110.392997,-7.049101,110.392997,184.05,180,-4.05,0.59,0.58,0.59,21.58,14.23,36.8,1,1
20:02.7,-7.049295,110.392997,-7.049101,110.392997,183.34,180,-3.34,0.43,0.54,0.49,21.58,14.31,44.48,1,1
20:02.9,-7.049295,110.392997,-7.049103,110.392997,181.56,180,-1.56,0.37,0.46,0.42,21.31,14.39,51.31,1,1
20:03.1,-7.049295,110.392997,-7.049103,110.392997,177.29,180,2.71,0.73,0.77,0.75,21.31,14.52,28.4,1,1
20:03.3,-7.049295,110.392997,-7.049103,110.392997,174.04,180,5.96,0.54,0.64,0.59,21.31,14.63,35.92,1,1
20:03.5,-7.049295,110.392997,-7.049107,110.392997,173.57,180,6.43,0.67,0.7,0.68,20.89,14.75,30.53,1,1
20:03.7,-7.049295,110.392997,-7.049107,110.392997,174.02,180,5.98,0.71,0.63,0.67,20.89,14.87,31.33,1,1
20:03.9,-7.049295,110.392997,-7.049107,110.392997,175.64,180,4.36,0.68,0.59,0.64,20.89,14.99,32.7,1,1
20:04.1,-7.049295,110.392997,-7.049107,110.392997,179.82,180,0.18,1.06,0.88,0.97,20.89,15.16,21.53,1,1
20:04.3,-7.049295,110.392997,-7.049107,110.392997,182.34,180,-2.34,0.75,0.59,0.67,20.89,15.28,31.33,1,1
20:04.5,-7.049295,110.392997,-7.049107,110.392997,183.55,180,-3.55,0.75,0.68,0.72,20.89,15.41,29.05,1,1
20:04.7,-7.049295,110.392997,-7.049115,110.392997,184.95,180,-4.95,0.72,0.66,0.69,19.99,15.54,28.92,1,1
20:04.9,-7.049295,110.392997,-7.049115,110.392997,185.27,180,-5.27,0.68,0.7,0.69,19.99,15.66,28.92,1,1
20:05.1,-7.049295,110.392997,-7.049117,110.392997,184.88,180,-4.88,0.89,0.91,0.9,19.83,15.82,22.02,1,1
20:05.3,-7.049295,110.392997,-7.049119,110.392997,183.78,180,-3.78,0.54,0.62,0.58,19.57,15.93,33.76,1,1
20:05.5,-7.049295,110.392997,-7.049119,110.392997,182.61,180,-2.61,0.52,0.6,0.56,19.57,16.03,34.81,1,1
20:05.7,-7.049295,110.392997,-7.049119,110.392997,180.07,180,-0.07,0.62,0.66,0.64,19.57,16.14,30.63,1,1
20:05.9,-7.049295,110.392997,-7.049123,110.392997,178.14,180,1.86,0.61,0.71,0.66,19.09,16.26,28.93,1,1
20:06.2,-7.049295,110.392997,-7.049123,110.392997,176.93,180,3.07,0.93,0.98,0.95,19.09,16.43,20.03,1,1
20:06.3,-7.049295,110.392997,-7.049123,110.392997,177.23,180,2.77,0.75,0.73,0.74,19.09,16.57,25.92,1,1
20:06.5,-7.049295,110.392997,-7.049123,110.392997,178.5,180,1.5,0.8,0.73,0.76,19.09,16.71,24.97,1,1
20:06.7,-7.049295,110.392997,-7.049129,110.392997,181.46,180,-1.46,0.42,0.43,0.42,18.5,16.78,43.81,1,1
20:06.9,-7.049295,110.392997,-7.049129,110.392997,182.93,180,-2.93,0.66,0.59,0.62,18.4,16.89,29.45,1,1
20:07.2,-7.049295,110.392997,-7.049129,110.392997,181.65,180,-1.65,0.94,0.96,0.95,18.4,17.07,19.31,1,1
20:07.4,-7.049295,110.392997,-7.049129,110.392997,178.76,180,1.24,0.64,0.73,0.68,18.4,17.19,26.89,1,1
20:07.6,-7.049295,110.392997,-7.049129,110.392997,176.83,180,3.17,0.65,0.73,0.69,18.4,17.31,26.62,1,1
20:07.7,-7.049295,110.392997,-7.049129,110.392997,173.47,180,6.53,0.67,0.75,0.71,18.4,17.44,25.96,1,1
20:07.9,-7.049295,110.392997,-7.049135,110.392997,172.7,180,7.3,0.68,0.75,0.72,17.82,17.57,24.9,1,1
20:08.1,-7.049295,110.392997,-7.049136,110.392997,174.87,180,5.13,1.12,0.98,1.05,17.71,17.76,16.91,1,1
20:08.3,-7.049295,110.392997,-7.049137,110.392997,177.55,180,2.45,0.77,0.64,0.7,17.55,17.88,25.01,1,1
20:08.5,-7.049295,110.392997,-7.049137,110.392997,179.6,180,0.4,0.75,0.61,0.68,17.55,18.01,25.65,1,1
20:08.8,-7.049295,110.392997,-7.04914,110.392997,182.96,180,-2.96,0.8,0.67,0.74,17.23,18.14,23.4,1,1
20:08.9,-7.049295,110.392997,-7.04914,110.392997,185.69,180,-5.69,0.59,0.54,0.57,17.23,18.24,30.29,1,1
20:09.1,-7.049295,110.392997,-7.049142,110.392997,186.34,180,-6.34,0.87,0.82,0.84,16.97,18.39,20.17,1,1
20:09.3,-7.049295,110.392997,-7.049143,110.392997,185.53,180,-5.53,0.6,0.66,0.63,16.86,18.51,26.84,1,1
20:09.5,-7.049295,110.392997,-7.049145,110.392997,184.47,180,-4.47,0.59,0.66,0.62,16.7,18.62,26.73,1,1
20:09.8,-7.049295,110.392997,-7.049145,110.392997,182.29,180,-2.29,0.61,0.68,0.65,16.7,18.74,25.86,1,1
20:10.0,-7.049295,110.392997,-7.049145,110.392997,181,180,-1,0.62,0.7,0.66,16.7,18.85,25.32,1,1
20:10.2,-7.049295,110.392997,-7.049145,110.392997,179.28,180,0.72,0.96,1.03,0.99,16.7,19.03,16.79,1,1
20:10.3,-7.049295,110.392997,-7.049145,110.392997,178.74,180,1.26,0.71,0.75,0.73,16.7,19.16,22.78,1,1
20:10.5,-7.049295,110.392997,-7.049145,110.392997,178.2,180,1.8,0.75,0.68,0.72,16.7,19.29,23.34,1,1
20:10.8,-7.049295,110.392997,-7.049152,110.392997,177.98,180,2.02,0.67,0.64,0.66,15.85,19.41,24.16,1,1
20:11.0,-7.049295,110.392997,-7.049152,110.392997,179.25,180,0.75,0.65,0.61,0.63,15.85,19.53,25.09,1,1
20:11.2,-7.049295,110.392997,-7.049152,110.392997,182.49,180,-2.49,1.01,0.86,0.94,15.85,19.69,16.95,1,1
20:11.4,-7.049295,110.392997,-7.049158,110.392997,184.47,180,-4.47,0.72,0.64,0.68,15.27,19.82,22.55,1,1
20:11.6,-7.049295,110.392997,-7.049158,110.392997,184.47,180,-4.47,0.72,0.68,0.7,15.27,19.94,21.87,1,1
20:11.8,-7.049295,110.392997,-7.049158,110.392997,183.02,180,-3.02,0.7,0.76,0.73,15.27,20.07,20.93,1,1
20:12.0,-7.049295,110.392997,-7.04916,110.392997,180.84,180,-0.84,0.65,0.72,0.68,14.95,20.2,21.85,1,1
20:12.2,-7.049295,110.392997,-7.04916,110.392997,176.57,180,3.43,0.92,1.03,0.98,14.95,20.37,15.3,1,1
20:12.4,-7.049295,110.392997,-7.04916,110.392997,174.31,180,5.69,0.6,0.72,0.66,14.95,20.49,22.66,1,1
20:12.6,-7.049295,110.392997,-7.04916,110.392997,173.86,180,6.14,0.71,0.7,0.7,14.95,20.62,21.31,1,1
20:12.9,-7.049295,110.392997,-7.049167,110.393005,174.47,186.02,11.56,0.73,0.71,0.72,14.29,20.75,19.97,1,1
20:13.0,-7.049295,110.392997,-7.049167,110.393005,175.58,186.02,10.44,0.75,0.65,0.7,14.29,20.87,20.36,1,1
20:13.2,-7.049295,110.392997,-7.049167,110.393005,179.15,186.02,6.87,0.98,0.84,0.91,14.29,21.04,15.62,1,1
20:13.4,-7.049295,110.392997,-7.04917,110.393005,182.94,186.21,3.27,0.72,0.57,0.65,13.92,21.15,21.55,1,1
20:13.6,-7.049295,110.392997,-7.04917,110.393005,185.04,186.21,1.16,0.77,0.59,0.68,13.92,21.27,20.55,1,1
20:13.9,-7.049295,110.392997,-7.049173,110.393005,188.08,186.31,-1.76,0.73,0.64,0.68,13.6,21.4,19.88,1,1
20:14.1,-7.049295,110.392997,-7.049174,110.393005,189.23,186.43,-2.81,0.73,0.64,0.68,13.49,21.52,19.72,1,1
20:14.2,-7.049295,110.392997,-7.049174,110.393005,187.49,186.43,-1.07,0.98,1.03,1.01,13.49,21.7,13.38,1,1
