TIME,Lat_GPS,Lon_GPS,Target_Lat,Target_Lon,Theta,Theta_Target,Theta_Err,VL,VR,V_Aktual,Dist_GPS,Dist_Travelled,ETA_GPS,WP,MODE
19:06.6,-7.048954,110.392967,-7.048948,110.39318,268.7,268.37,-0.33,0.76,0.71,0.73,23.58,9.64,32.17,0,1
19:06.8,-7.048954,110.392967,-7.048948,110.39318,269.88,268.37,-1.51,1.1,1.01,1.05,23.58,9.83,22.37,0,1
19:07.0,-7.048954,110.392967,-7.048948,110.39318,269.52,268.37,-1.15,0.72,0.73,0.72,23.58,9.96,32.64,0,1
19:07.2,-7.048954,110.392967,-7.048948,110.39318,268.77,268.37,-0.4,0.68,0.72,0.7,23.58,10.08,33.61,0,1
19:07.4,-7.048954,110.392967,-7.048948,110.39318,267.53,268.37,0.84,0.48,0.56,0.52,23.58,10.18,45.35,0,1
19:07.6,-7.048954,110.392967,-7.048948,110.39318,266.68,268.37,1.69,0.45,0.51,0.48,23.58,10.26,49.32,0,1
19:07.8,-7.048954,110.392967,-7.048948,110.39318,266.38,268.37,1.99,0.89,0.87,0.88,23.58,10.42,26.92,0,1
19:08.0,-7.048954,110.392967,-7.048948,110.39318,267.06,268.37,1.31,0.71,0.66,0.68,23.58,10.54,34.47,0,1
19:08.2,-7.048954,110.392967,-7.048948,110.39318,267.86,268.37,0.51,0.68,0.61,0.65,23.58,10.66,36.52,0,1
19:08.4,-7.048954,110.392967,-7.048948,110.39318,269.65,268.37,-1.28,0.75,0.7,0.73,23.58,10.79,32.48,0,1
19:08.6,-7.048954,110.392967,-7.048954,110.393157,271.23,269.87,-1.37,0.73,0.66,0.69,21.05,10.92,30.3,0,1
19:08.8,-7.048954,110.392967,-7.048954,110.393157,271.9,269.87,-2.04,0.88,0.94,0.91,21.05,11.08,23.1,0,1
19:09.0,-7.048954,110.392967,-7.048954,110.393157,271.53,269.87,-1.66,0.57,0.61,0.59,21.05,11.19,35.68,0,1
19:09.2,-7.048954,110.392967,-7.048954,110.393157,270.49,269.87,-0.63,0.6,0.61,0.61,21.05,11.3,34.65,0,1
19:09.4,-7.048954,110.392967,-7.048955,110.393157,268.16,270.4,2.24,0.45,0.51,0.48,21.05,11.38,44.01,0,1
19:09.6,-7.048954,110.392967,-7.048955,110.393157,266.92,270.53,3.61,0.52,0.54,0.53,21.05,11.48,39.67,0,1
19:09.8,-7.048954,110.392967,-7.048956,110.393157,267.36,270.94,3.58,0.81,0.77,0.79,21.05,11.62,26.68,0,1
19:10.0,-7.048954,110.392967,-7.048956,110.39315,268.44,270.94,2.5,0.67,0.64,0.66,20.21,11.74,30.79,0,1
19:10.2,-7.048954,110.392967,-7.048956,110.39315,269.45,270.94,1.49,0.72,0.64,0.68,20.21,11.86,29.69,0,1
19:10.5,-7.048954,110.392967,-7.048956,110.39315,271.04,270.94,-0.11,0.76,0.69,0.73,20.21,11.99,27.83,0,1
19:10.7,-7.048954,110.392967,-7.048956,110.39315,271.96,270.94,-1.02,0.74,0.7,0.72,20.21,12.12,28.1,0,1
19:10.8,-7.048954,110.392967,-7.048957,110.39315,272.7,271.2,-1.49,1.02,0.97,0.99,20.21,12.3,20.31,0,1
19:11.0,-7.048954,110.392967,-7.048958,110.39315,272.78,271.34,-1.44,0.68,0.69,0.68,20.21,12.42,29.54,0,1
19:11.2,-7.048954,110.392967,-7.048958,110.39315,271.97,271.34,-0.64,0.66,0.68,0.67,20.21,12.54,30.16,0,1
19:11.5,-7.048954,110.392967,-7.048959,110.393142,269.97,271.8,1.84,0.69,0.75,0.72,19.37,12.67,26.81,0,1
19:11.7,-7.048954,110.392967,-7.048959,110.393142,268.59,271.8,3.21,0.68,0.75,0.72,19.37,12.8,27.07,0,1
19:11.9,-7.048954,110.392967,-7.048959,110.393142,267.92,271.8,3.88,1.03,1.03,1.03,19.37,12.99,18.88,0,1
19:12.1,-7.048954,110.392967,-7.048959,110.393142,268.97,271.8,2.84,0.71,0.67,0.69,19.37,13.11,28.03,0,1
19:12.2,-7.048954,110.392967,-7.048959,110.393142,270.17,271.8,1.64,0.71,0.6,0.66,19.37,13.23,29.52,0,1
19:12.5,-7.048954,110.392967,-7.048959,110.393142,272.73,271.8,-0.92,0.51,0.43,0.47,19.37,13.31,41.11,0,1
19:12.7,-7.048954,110.392967,-7.048959,110.393142,274.95,271.8,-3.15,0.6,0.5,0.55,19.37,13.41,35.12,0,1
19:12.9,-7.048954,110.392967,-7.048959,110.393142,275.83,271.8,-4.02,0.9,0.81,0.86,19.37,13.57,22.65,0,1
19:13.1,-7.048954,110.392967,-7.04896,110.393135,274.9,272.1,-2.79,0.64,0.68,0.66,18.53,13.69,28.09,0,1
19:13.3,-7.048954,110.392967,-7.04896,110.393135,273.85,272.1,-1.75,0.66,0.7,0.68,18.53,13.81,27.37,0,1
19:13.5,-7.048954,110.392967,-7.04896,110.393135,271.89,272.1,0.21,0.68,0.75,0.71,18.53,13.94,26.03,0,1
19:13.7,-7.048954,110.392967,-7.04896,110.393135,270.47,272.1,1.63,0.61,0.65,0.63,18.53,14.05,29.33,0,1
19:13.9,-7.048954,110.392967,-7.04896,110.393135,268.47,272.1,3.64,0.98,1,0.99,18.53,14.23,18.7,0,1
19:14.1,-7.048954,110.392967,-7.04896,110.393135,269,272.1,3.11,0.61,0.61,0.61,18.53,14.34,30.17,0,1
19:14.3,-7.048954,110.392967,-7.04896,110.393135,270.41,272.1,1.69,0.67,0.58,0.62,18.53,14.45,29.66,0,1
19:14.6,-7.048954,110.392967,-7.04896,110.393135,273.63,272.1,-1.53,0.71,0.59,0.65,18.53,14.57,28.7,0,1
19:14.8,-7.048954,110.392967,-7.04896,110.393135,276.2,272.1,-4.1,0.71,0.59,0.65,18.53,14.69,28.39,0,1
19:14.9,-7.048954,110.392967,-7.048961,110.393127,277.05,272.98,-4.07,1.03,0.93,0.98,17.7,14.86,18.11,0,1
19:15.1,-7.048954,110.392967,-7.048961,110.393127,277.39,272.98,-4.41,0.64,0.67,0.66,17.7,14.98,26.97,0,1
19:15.3,-7.048954,110.392967,-7.048961,110.393127,276.74,272.98,-3.76,0.64,0.63,0.63,17.7,15.09,28.01,0,1
19:15.6,-7.048954,110.392967,-7.048961,110.393127,275.42,272.98,-2.44,0.47,0.59,0.53,17.7,15.19,33.14,0,1
19:15.8,-7.048954,110.392967,-7.048961,110.393127,274.28,272.98,-1.3,0.61,0.61,0.61,17.7,15.3,28.81,0,1
19:15.9,-7.048954,110.392967,-7.048961,110.393127,273.16,272.98,-0.18,0.73,0.82,0.78,17.7,15.44,22.74,0,1
19:16.1,-7.048954,110.392967,-7.048961,110.393127,272.87,272.98,0.11,0.52,0.6,0.56,17.7,15.54,31.49,0,1
19:16.3,-7.048954,110.392967,-7.048961,110.393127,272.81,272.98,0.17,0.6,0.59,0.6,17.7,15.65,29.65,0,1
19:16.6,-7.048954,110.392967,-7.048961,110.393127,272.39,272.98,0.59,0.67,0.64,0.66,17.7,15.77,26.97,0,1
19:16.8,-7.048954,110.392967,-7.048961,110.393127,272.23,272.98,0.75,0.66,0.68,0.67,17.7,15.89,26.41,0,1
19:17.0,-7.048954,110.392967,-7.048961,110.393127,272.29,272.98,0.69,0.89,0.89,0.89,17.7,16.05,19.96,0,1
19:17.2,-7.048954,110.392967,-7.048961,110.393127,272.36,272.98,0.62,0.66,0.69,0.68,17.7,16.17,26.14,0,1
19:17.4,-7.048954,110.392967,-7.048961,110.393127,271.82,272.98,1.16,0.69,0.7,0.69,17.7,16.29,25.48,0,1
19:17.6,-7.048954,110.392967,-7.048961,110.393127,270.82,272.98,2.16,0.7,0.73,0.71,17.7,16.42,24.85,0,1
19:17.8,-7.048954,110.392967,-7.048963,110.393112,271.65,273.6,1.95,0.69,0.69,0.69,16.03,16.55,23.19,0,1
19:18.0,-7.048954,110.392967,-7.048963,110.393112,273.93,273.6,-0.33,1.15,1.01,1.08,16.03,16.74,14.86,0,1
19:18.2,-7.048954,110.392967,-7.048963,110.393112,275.9,273.6,-2.3,0.73,0.66,0.69,16.03,16.87,23.07,0,1
19:18.4,-7.048954,110.392967,-7.048963,110.393112,276.22,273.6,-2.61,0.67,0.61,0.64,16.03,16.98,25.09,0,1
19:18.7,-7.048954,110.392967,-7.048963,110.393112,276.22,273.6,-2.61,0.67,0.71,0.69,16.03,17.11,23.07,0,1
19:18.8,-7.048954,110.392967,-7.048964,110.393104,274.45,274.14,-0.31,0.67,0.71,0.69,15.2,17.23,21.99,0,1
19:19.0,-7.048954,110.392967,-7.048964,110.393104,272.14,274.14,2,0.9,1,0.95,15.2,17.4,16,0,1
19:19.2,-7.048954,110.392967,-7.048964,110.393104,271.74,274.32,2.59,0.67,0.7,0.68,15.2,17.52,22.22,0,1
19:19.4,-7.048954,110.392967,-7.048964,110.393104,272.16,274.32,2.16,0.64,0.56,0.6,15.2,17.63,25.32,0,1
19:19.7,-7.048954,110.392967,-7.048964,110.393104,273.5,274.32,0.82,0.61,0.58,0.6,15.2,17.74,25.46,0,1
19:19.8,-7.048954,110.392967,-7.048964,110.393104,275.25,274.32,-0.93,0.68,0.59,0.63,15.2,17.85,24.06,0,1
19:20.0,-7.048954,110.392967,-7.048964,110.393104,277.04,274.32,-2.72,1.03,0.85,0.94,15.2,18.02,16.19,0,1
19:20.2,-7.048954,110.392967,-7.048965,110.393096,278.49,275,-3.49,0.68,0.66,0.67,14.36,18.14,21.55,0,1
19:20.4,-7.048954,110.392967,-7.048965,110.393096,279.24,275,-4.24,0.63,0.63,0.63,14.36,18.26,22.86,0,1
19:20.7,-7.048954,110.392967,-7.048965,110.393096,279.01,275,-4.01,0.64,0.66,0.65,14.36,18.37,22.24,0,1
19:20.9,-7.048954,110.392967,-7.048965,110.393096,277.67,275,-2.67,0.64,0.68,0.66,14.36,18.49,21.77,0,1
19:21.1,-7.048954,110.392967,-7.048965,110.393096,274.33,275,0.67,0.91,1.02,0.96,14.36,18.66,14.91,0,1
19:21.2,-7.048954,110.392967,-7.048965,110.393089,272.18,275.92,3.74,0.63,0.71,0.67,13.53,18.78,20.29,0,1
19:21.4,-7.048954,110.392967,-7.048965,110.393089,271.26,275.92,4.66,0.68,0.68,0.68,13.53,18.91,19.78,0,1
19:21.7,-7.048954,110.392967,-7.048965,110.393089,271.41,275.92,4.51,0.68,0.66,0.67,13.53,19.03,20.08,0,1
19:21.9,-7.048954,110.392967,-7.048965,110.393089,272.46,275.92,3.46,0.71,0.61,0.66,13.53,19.15,20.51,0,1
19:22.1,-7.048954,110.392967,-7.048965,110.393089,274.21,275.92,1.72,1.08,0.92,1,13.53,19.33,13.51,0,1
19:22.3,-7.048954,110.392967,-7.048965,110.393089,276.35,275.92,-0.43,0.67,0.58,0.62,13.53,19.44,21.66,0,1
19:22.4,-7.048954,110.392967,-7.048965,110.393089,277.48,275.92,-1.56,0.68,0.59,0.64,13.53,19.55,21.3,0,1
19:22.7,-7.048954,110.392967,-7.048965,110.393089,278.48,275.92,-2.56,0.68,0.66,0.67,13.53,19.67,20.19,0,1
19:22.9,-7.048954,110.392967,-7.048965,110.393089,278.42,275.92,-2.5,0.71,0.68,0.69,13.53,19.8,19.58,0,1
19:23.1,-7.048954,110.392967,-7.048965,110.393081,276.82,276.29,-0.53,1.02,1.09,1.05,12.69,19.99,12.04,0,1
19:23.3,-7.048954,110.392967,-7.048965,110.393081,275.9,276.29,0.39,0.64,0.68,0.66,12.69,20.11,19.34,0,1
19:23.5,-7.048954,110.392967,-7.048965,110.393081,275.75,276.29,0.54,0.66,0.71,0.68,12.69,20.23,18.55,0,1
19:23.7,-7.048954,110.392967,-7.048965,110.393081,276.73,276.29,-0.44,0.73,0.69,0.71,12.69,20.36,17.91,0,1
19:23.9,-7.048954,110.392967,-7.048965,110.393081,277.82,276.29,-1.53,0.76,0.67,0.72,12.69,20.49,17.74,0,1
19:24.1,-7.048954,110.392967,-7.048965,110.393081,278.36,276.29,-2.07,1.05,1.03,1.04,12.69,20.67,12.2,0,1
19:24.3,-7.048954,110.392967,-7.048966,110.393074,277.4,276.29,-1.12,0.71,0.72,0.72,11.86,20.8,16.58,0,1
19:24.5,-7.048954,110.392967,-7.048966,110.393074,276.39,276.29,-0.1,0.69,0.76,0.73,11.86,20.93,16.34,0,1
19:24.8,-7.048954,110.392967,-7.048966,110.393074,274.56,276.29,1.72,0.7,0.74,0.72,11.86,21.06,16.5,0,1
19:25.0,-7.048954,110.392967,-7.048966,110.393066,273.45,277.18,3.73,0.7,0.76,0.73,11.03,21.19,15.12,0,1
19:25.1,-7.048954,110.392967,-7.048966,110.393066,274.47,277.18,2.71,0.98,0.91,0.95,11.03,21.36,11.66,0,1
19:25.3,-7.048954,110.392967,-7.048966,110.393066,276.51,277.18,0.67,0.71,0.64,0.68,11.03,21.49,16.29,0,1
19:25.5,-7.048954,110.392967,-7.048966,110.393066,278.19,277.18,-1.01,0.72,0.6,0.66,11.03,21.6,16.72,0,1
19:25.8,-7.048954,110.392967,-7.048966,110.393066,281.08,277.18,-3.9,0.73,0.64,0.68,11.03,21.73,16.12,0,1
19:26.0,-7.048954,110.392967,-7.048967,110.393058,282.13,278.27,-3.86,0.64,0.6,0.62,10.2,21.84,16.52,0,1
19:26.2,-7.048954,110.392967,-7.048967,110.393058,281.54,278.27,-3.27,0.96,1.01,0.99,10.2,22.02,10.33,0,1
19:26.4,-7.048954,110.392967,-7.048967,110.393058,280.1,278.27,-1.83,0.59,0.64,0.62,10.2,22.13,16.52,0,1
19:26.6,-7.048954,110.392967,-7.048967,110.393058,278.86,278.27,-0.59,0.59,0.67,0.63,10.2,22.24,16.24,0,1
19:26.8,-7.048954,110.392967,-7.048967,110.393058,276.72,278.81,2.1,0.59,0.62,0.6,10.21,22.35,16.91,0,1
19:27.0,-7.048954,110.392967,-7.048967,110.393058,276.17,278.81,2.64,0.61,0.66,0.64,10.21,22.46,15.99,0,1
19:27.2,-7.048954,110.392967,-7.048967,110.393058,278.31,278.81,0.5,1.07,0.96,1.01,10.21,22.65,10.09,0,1
19:27.4,-7.048954,110.392967,-7.048967,110.393058,280.55,278.81,-1.74,0.75,0.65,0.7,10.21,22.77,14.63,0,1
19:27.6,-7.048954,110.392967,-7.048967,110.393058,281.77,278.81,-2.96,0.75,0.68,0.72,10.21,22.9,14.27,0,1
19:27.8,-7.048954,110.392967,-7.048967,110.393058,282.31,278.81,-3.5,0.76,0.72,0.74,10.21,23.03,13.8,0,1
19:28.0,-7.048954,110.392967,-7.048967,110.393043,281.62,279.75,-1.87,0.72,0.76,0.74,8.54,23.17,11.54,0,1
19:28.2,-7.048954,110.392967,-7.048967,110.393043,279.83,279.75,-0.09,0.98,1.05,1.02,8.54,23.35,8.41,0,1
19:28.4,-7.048954,110.392967,-7.048967,110.393043,278.33,279.75,1.42,0.67,0.75,0.71,8.54,23.48,12.05,0,1
19:28.6,-7.048954,110.392967,-7.048967,110.393043,277.72,279.75,2.03,0.68,0.72,0.7,8.54,23.6,12.17,0,1
19:28.9,-7.048954,110.392967,-7.048967,110.393043,278,279.75,1.75,0.74,0.73,0.73,8.54,23.74,11.65,0,1
19:29.1,-7.048954,110.392967,-7.048967,110.393043,279.61,279.75,0.14,0.73,0.66,0.69,8.54,23.86,12.36,0,1
19:29.3,-7.048954,110.392967,-7.048967,110.393043,281.46,279.75,-1.71,1.14,1,1.07,8.54,24.05,7.97,0,1
19:29.4,-7.048954,110.392967,-7.048967,110.393043,281.94,279.75,-2.19,0.77,0.72,0.74,8.54,24.19,11.49,0,1
19:29.6,-7.048954,110.392967,-7.048967,110.393043,281.22,279.75,-1.48,0.73,0.73,0.73,8.54,24.32,11.71,0,1
19:29.9,-7.048954,110.392967,-7.048967,110.393043,279.48,279.75,0.27,0.73,0.81,0.77,8.54,24.46,11.12,0,1
19:30.1,-7.048954,110.392967,-7.048967,110.393043,277.88,279.75,1.87,0.71,0.75,0.73,8.54,24.59,11.71,0,1
19:30.3,-7.048954,110.392967,-7.048967,110.393043,278.85,279.75,0.89,1.04,1.06,1.05,8.54,24.78,8.13,0,1
19:30.4,-7.048954,110.392967,-7.04897,110.393028,280.79,286.24,5.45,0.77,0.66,0.72,6.97,24.91,9.74,0,1
19:30.6,-7.048954,110.392967,-7.04897,110.393028,282.5,286.24,3.74,0.79,0.69,0.74,6.97,25.04,9.42,0,1
19:30.9,-7.048954,110.392967,-7.048971,110.393028,286.56,287.48,0.91,0.63,0.52,0.57,7,25.14,12.23,0,1
19:31.1,-7.048954,110.392967,-7.048971,110.393028,289.32,287.48,-1.84,0.73,0.54,0.64,7,25.26,11.02,0,1
19:31.3,-7.048954,110.392967,-7.048971,110.393028,292.07,287.48,-4.59,0.94,0.85,0.89,7,25.42,7.83,0,1
19:31.5,-7.048954,110.392967,-7.04897,110.39302,292.46,288.41,-4.05,0.53,0.54,0.54,6.16,25.51,11.46,0,1
19:31.7,-7.048954,110.392967,-7.04897,110.39302,291.49,288.41,-3.08,0.6,0.63,0.61,6.16,25.63,10.03,0,1
19:31.9,-7.048954,110.392967,-7.04897,110.39302,289.6,288.41,-1.19,0.6,0.69,0.65,6.16,25.74,9.54,0,1
19:32.1,-7.048954,110.392967,-7.04897,110.39302,288.08,288.41,0.33,0.64,0.68,0.66,6.16,25.86,9.34,0,1
19:32.3,-7.048954,110.392967,-7.04897,110.39302,286.78,288.41,1.63,1.05,1.11,1.08,6.16,26.05,5.71,0,1
19:32.5,-7.048954,110.392967,-7.04897,110.39302,287.07,288.41,1.34,0.75,0.69,0.72,6.16,26.18,8.53,0,1
19:32.7,-7.048954,110.392967,-7.04897,110.39302,288.32,288.41,0.09,0.72,0.69,0.71,6.16,26.31,8.74,0,1
