Time	Lat_GPS	Lon_GPS	Lat_0	Lon_0	Target_Lat	Target_Lon	X_GPS	Y_GPS	X_EKF	Y_EKF	X_Pred	Y_Pred	X_ODO	Y_ODO	Theta	Theta_Target	Theta_Err	VL	VR	DWA_V	DWA_Omega	V_Aktual	Omega_Aktual	PWM_L	PWM_R	Dist_GPS	Dist_EKF	Dist_Travelled	WP	ETA_GPS	ETA_EKF	X_obs	Y_obs	Bump_Sta	Haz_Sta	Pothole_Sta	Frame	FPS	Latency	Arbiter
68.46000004	-7.05089	110.39894	-7.05114	110.3993	-7.05086	110.39893	-39.615	27.178	-34.601	25.173			-34.601	25.173	139.4	137.6	-1.82	0.709	0.718	0	0	0.713	-0.0884	154	153	3.44862	7.93198	38.498	0	6.1	14.1				0		2773	8.57	7.06	CRUISE
68.6500001	-7.05089	110.39894	-7.05114	110.3993	-7.05086	110.39893	-39.615	27.178	-34.702	25.26			-34.702	25.26	139.8	137.6	-2.2	0.711	0.732	0	0	0.722	-0.0327	153	154	3.44862	7.79873	38.633	0	6.1	13.9				0		2775	8.43	3.52	CRUISE
68.83500004	-7.05089	110.39894	-7.05114	110.3993	-7.05086	110.39893	-39.615	27.178	-34.702	25.26			-34.80424	25.34667	139.4522	137.6	-2.2	0.711	0.732	0	0	0.722	-0.0327	153	154	3.44862	7.79873	38.633	0	6.1	13.9				0		2776	8.39	3.57	CRUISE
69.01900005	-7.05089	110.39894	-7.05114	110.3993	-7.05086	110.39893	-39.615	27.178	-34.812	25.353			-34.812	25.353	139.8	137.5	-2.29	0.716	0.725	0	0	0.72	0.0873	149	157	3.44862	7.65479	38.89	0	6.1	13.6				0		2778	8.29	4.05	CRUISE
69.20700002	-7.05089	110.39894	-7.05114	110.3993	-7.05086	110.39893	-39.615	27.549	-35.061	25.502			-35.061	25.502	139.4	137.1	-2.3	0.733	0.717	0	0	0.725	0.1342	147	160	3.09021	7.37075	39.041	0	5.5	13.1				0		2779	8.33	3.04	CRUISE
69.39100003	-7.05089	110.39894	-7.05114	110.3993	-7.05086	110.39893	-39.615	27.549	-35.147	25.576			-35.147	25.576	137.7	137	-0.65	0.758	0.694	0	0	0.726	0.1953	151	157	3.09021	7.25738	39.154	0	5.5	12.9				0		2781	8.37	3.53	CRUISE
69.57999992	-7.05089	110.39894	-7.05114	110.3993	-7.05086	110.39893	-39.615	27.549	-35.202	25.626			-35.25237	25.67347	137.77838	137	0.38	0.757	0.703	0	0	0.73	0.1985	151	157	3.09021	7.18306	39.23	0	5.5	12.7				0		2783	8.42	3	CRUISE
69.76699996	-7.05089	110.39894	-7.05114	110.3993	-7.05086	110.39893	-39.615	27.549	-35.304	25.721			-35.35462	25.77023	136.92755	137	1.27	0.765	0.699	0	0	0.732	0.204	151	157	3.09021	7.04367	39.368	0	5.5	12.5				0		2784	8.51	3.18	CRUISE
69.95200014	-7.05089	110.39894	-7.05114	110.3993	-7.05086	110.39893	-39.615	27.549	-35.304	25.721			-35.45431	25.86168	139.08764	137	1.27	0.765	0.699	0	0	0.732	0.204	151	157	3.09021	7.04367	39.368	0	5.5	12.5				0		2786	8.53	2.53	CRUISE
70.13700008	-7.05089	110.39894	-7.05114	110.3993	-7.05086	110.39893	-39.615	27.549	-35.409	25.823			-35.45599	25.86982	135.8025	137.1	1.96	0.762	0.702	0	0	0.732	0.1353	154	152	3.09021	6.89732	39.643	0	5.5	12.2				0		2788	8.62	3.11	CRUISE
70.32200003	-7.05089	110.39894	-7.05114	110.3993	-7.05086	110.39893	-39.615	27.549	-35.541	25.959			-35.541	25.959	131.1	137.1	6	0.746	0.702	0	0	0.724	0.0415	158	147	3.09021	6.70804	39.831	0	5.5	11.8				0		2789	8.59	1.51	CRUISE
70.50300002	-7.05088	110.39894	-7.05114	110.3993	-7.05086	110.39893	-39.615	28.452	-35.741	26.119			-35.741	26.119	130.5	137	6.43	0.711	0.716	0	0	0.713	-0.0731	163	141	2.23507	6.45263	39.96	0	3.9	11.4				0		2791	8.58	3.53	CRUISE
70.68799996	-7.05088	110.39894	-7.05114	110.3993	-7.05086	110.39893	-39.615	28.452	-35.84	26.236			-35.84	26.236	130.9	137.1	6.24	0.696	0.722	0	0	0.709	-0.1887	163	141	2.23507	6.30045	40.111	0	3.9	11.1				0		2792	8.58	4.52	CRUISE
70.87199998	-7.05088	110.39894	-7.05114	110.3993	-7.05086	110.39893	-39.615	28.452	-35.84	26.236			-35.92453	26.33532	128.91111	137.1	6.24	0.696	0.722	0	0	0.709	-0.1887	163	141	2.23507	6.30045	40.111	0	3.9	11.1				0		2794	8.47	3.01	CRUISE
71.06100011	-7.05088	110.39894	-7.05114	110.3993	-7.05086	110.39893	-39.615	28.452	-35.933	26.343			-35.933	26.343	131.3	137.3	6	0.692	0.73	0	0	0.711	-0.0142	163	141	2.23507	6.15952	40.379	0	3.9	10.8				0		2795	8.44	8.05	CRUISE
71.25200009	-7.05088	110.39894	-7.05114	110.3993	-7.05086	110.39893	-39.615	28.452	-36.005	26.425			-36.005	26.425	131.6	137.4	5.75	0.696	0.726	0	0	0.711	0.0175	162	141	2.23507	6.051	40.488	0	3.9	10.6				0		2797	8.41	2.65	CRUISE
71.44099998	-7.05088	110.39894	-7.05114	110.3993	-7.05086	110.39893	-40.458	29.089	-36.235	26.603			-36.235	26.603	133.9	137.1	3.21	0.694	0.714	0	0	0.704	-0.0709	160	146	1.433	5.76128	40.641	0	0	10.1				0		2798	8.42	3.46	CRUISE
71.625	-7.05087	110.39893	-7.05114	110.3993	-7.05086	110.39893	-40.458	29.089	-36.295	26.666			-36.295	26.666	134.4	137.2	2.84	0.686	0.72	0	0	0.703	-0.0785	160	146	1.433	5.67444	40.728	0	0	10				0		2800	8.4	2	CRUISE
71.81299996	-7.05087	110.39893	-7.05114	110.3993	-7.05086	110.39893	-40.458	29.248	-36.49	26.811			-36.49	26.811	134.6	136.9	2.27	0.69	0.721	0	0	0.705	-0.0676	160	146	1.274	5.43291	40.842	0	0	9.6				0		2802	8.41	3.52	CRUISE
71.99600005	-7.05087	110.39893	-7.05114	110.3993	-7.05086	110.39893	-40.458	29.248	-36.49	26.811			-36.58038	26.90322	133.89058	136.9	2.27	0.69	0.721	0	0	0.705	-0.0676	160	146	1.274	5.43291	40.842	0	0	9.6				0		2803	8.41	4.01	CRUISE
72.18099999	-7.05087	110.39893	-7.05114	110.3993	-7.05086	110.39893	-40.458	29.248	-36.589	26.912			-36.589	26.912	134.9	137	2.06	0.695	0.727	0	0	0.711	-0.0774	160	147	1.274	5.29162	41.117	0	0	9.3				0		2805	8.39	4.01	CRUISE
72.37000012	-7.05087	110.39893	-7.05114	110.3993	-7.05086	110.39893	-40.458	29.248	-36.719	27.041			-36.719	27.041	136.9	137	0.15	0.704	0.714	0	0	0.709	-0.1047	157	151	1.274	5.10857	41.3	0	0	9				0		2806	8.4	2.03	CRUISE
72.55800009	-7.05087	110.39893	-7.05114	110.3993	-7.05086	110.39893	-40.458	29.248	-36.815	27.129			-36.815	27.129	137.7	137	-0.69	0.716	0.742	0	0	0.729	-0.0425	157	151	1.274	4.97834	41.433	0	0	8.7				0		2808	8.4	4.06	CRUISE
72.74399996	-7.05087	110.39893	-7.05114	110.3993	-7.05086	110.39893	-40.458	29.248	-36.849	27.16			-36.89935	27.20534	137.95424	137	-0.93	0.728	0.747	0	0	0.738	-0.0087	157	151	1.274	4.93233	41.48	0	0	8.6				0		2809	8.39	4.55	CRUISE
72.92900014	-7.05087	110.39893	-7.05114	110.3993	-7.05086	110.39893	-40.458	29.248	-36.933	27.235			-36.98224	27.27918	138.37134	137	-1.08	0.727	0.737	0	0	0.732	0.0524	157	151	1.274	4.81975	41.59	0	0	8.5				0		2811	8.33	3	CRUISE
73.12000012	-7.05087	110.39893	-7.05114	110.3993	-7.05086	110.39893	-40.458	29.248	-36.933	27.235			-37.08702	27.37183	138.94499	137	-1.08	0.727	0.737	0	0	0.732	0.0524	155	153	1.274	4.81975	41.59	0	0	8.5				0		2813	8.43	3.01	CRUISE
73.30800009	-7.05087	110.39893	-7.05114	110.3993	-7.05086	110.39893	-40.458	29.248	-37.125	27.409			-37.125	27.409	137.4	137	-0.45	0.738	0.724	0	0	0.731	0.0251	156	152	1.274	4.56066	41.983	0	0	8				0		2814	8.4	2.67	CRUISE
73.49900007	-7.05087	110.39893	-7.05114	110.3993	-7.05086	110.39893	-40.458	29.248	-37.202	27.483			-37.202	27.483	135.4	137	1.59	0.743	0.722	0	0	0.733	0.0382	158	150	1.274	4.45388	42.09	0	0	7.8				0		2816	8.41	4.52	CRUISE
73.70000005	-7.05087	110.39893	-7.05114	110.3993	-7.05086	110.39893	-40.458	29.248	-37.286	27.565			-37.286	27.565	134.9	137	2.14	0.732	0.703	0	0	0.717	-0.0131	159	147	1.274	4.33652	42.205	0	0	7.6				0		2817	8.44	5.05	CRUISE
73.89100003	-7.05087	110.39893	-7.05114	110.3993	-7.05086	110.39893	-40.458	29.248	-37.382	27.662			-37.382	27.662	134.7	137.1	2.37	0.725	0.713	0	0	0.719	0.0327	160	147	1.274	4.20016	42.343	0	0	7.3				0		2819	8.31	3.99	CRUISE
74.07500005	-7.05087	110.39893	-7.05114	110.3993	-7.05086	110.39893	-40.458	29.248	-37.382	27.662			-37.47547	27.75617	135.04573	137.1	2.37	0.725	0.713	0	0	0.719	0.0327	160	147	1.274	4.20016	42.343	0	0	7.3				0		2820	8.23	4.63	CRUISE
74.26100016	-7.05087	110.39893	-7.05114	110.3993	-7.05086	110.39893	-40.458	29.248	-37.483	27.764			-37.483	27.764	134.7	137.2	2.46	0.721	0.714	0	0	0.718	-0.0905	160	147	1.274	4.05675	42.615	0	0	7.1				0		2822	8.16	2.61	CRUISE
74.44499993	-7.05087	110.39893	-7.05114	110.3993	-7.05086	110.39893	-40.458	29.248	-37.587	27.87			-37.587	27.87	134.6	137.3	2.63	0.711	0.716	0	0	0.713	0.0295	160	147	1.274	3.90842	42.762	0	0	6.8				0		2823	8.21	7.05	CRUISE
74.63100004	-7.05087	110.39893	-7.05114	110.3993	-7.05086	110.39893	-42.144	31.159	-37.828	28.065			-37.828	28.065	134	137	2.92	0.73	0.709	0	0	0.719	0.0196	160	147	1.80232	3.59913	42.915	0	0	6.3				0		2825	8.41	1.96	CRUISE
74.81800008	-7.05085	110.39892	-7.05114	110.3993	-7.05086	110.39893	-42.144	31.159	-37.854	28.092			-37.90069	28.14052	134.32834	137	3.12	0.728	0.707	0	0	0.717	0.0796	160	146	1.80232	3.5617	42.952	0	0	6.2				0		2827	8.39	2.06	CRUISE
75.00500011	-7.05085	110.39892	-7.05114	110.3993	-7.05086	110.39893	-42.144	31.159	-37.944	28.186			-37.98974	28.23387	133.97684	137.1	3.43	0.727	0.708	0	0	0.718	0.0524	160	146	1.80232	3.43178	43.083	0	0	6				0		2828	8.42	2.52	CRUISE
75.19300008	-7.05085	110.39892	-7.05114	110.3993	-7.05086	110.39893	-42.144	31.159	-37.944	28.186			-38.08389	28.33096	134.54239	137.1	3.43	0.727	0.708	0	0	0.718	0.0524	161	145	1.80232	3.43178	43.08	0	0	6				0		2830	8.33	6.06	CRUISE
75.38300014	-7.05085	110.39892	-7.05114	110.3993	-7.05086	110.39893	-42.144	31.159	-38.117	28.368			-38.117	28.368	133.7	137.4	3.72	0.717	0.716	0	0	0.716	-0.0458	160	144	1.80232	3.18119	43.465	0	0	5.5				0		2831	8.27	3.2	CRUISE
75.56599998	-7.05085	110.39892	-7.05114	110.3993	-7.05086	110.39893	-42.144	31.159	-38.193	28.448			-38.193	28.448	134.5	137.5	3.01	0.705	0.726	0	0	0.715	-0.0589	160	146	1.80232	3.07111	43.576	0	0	5.3				0		2833	8.25	2.01	CRUISE
75.75600004	-7.05085	110.39891	-7.05114	110.3993	-7.05086	110.39893	-42.987	31.902	-38.427	28.635			-38.427	28.635	135.1	137.1	2.04	0.702	0.723	0	0	0.712	-0.0153	159	147	2.88101	2.77231	43.709	0	5	4.8				0		2834	8.19	3.92	CRUISE
75.94499993	-7.05085	110.39891	-7.05114	110.3993	-7.05086	110.39893	-42.987	31.902	-38.519	28.726			-38.519	28.726	135.2	137.2	1.98	0.703	0.716	0	0	0.709	-0.0665	159	147	2.88101	2.64298	43.838	0	5	4.6				0		2836	8.24	4.52	CRUISE
76.13100004	-7.05085	110.39891	-7.05114	110.3993	-7.05086	110.39893	-42.987	31.902	-38.519	28.726			-38.61201	28.81894	134.49339	137.2	1.98	0.703	0.716	0	0	0.709	-0.0665	159	147	2.88101	2.64298	43.838	0	5	4.6				1		2837	8.2	3.04	CRUISE
76.3210001	-7.05085	110.39891	-7.05114	110.3993	-7.05086	110.39893	-42.987	31.902	-38.619	28.826			-38.619	28.826	135.5	137.3	1.86	0.699	0.716	0	0	0.708	-0.0207	159	147	2.88101	2.50167	44.09	0	5	4.3				0		2839	8.24	3.42	CRUISE
76.50600004	-7.05085	110.39891	-7.05114	110.3993	-7.05086	110.39893	-42.987	31.902	-38.725	28.929			-38.725	28.929	136.6	137.4	0.83	0.702	0.72	0	0	0.711	-0.0251	160	148	2.88101	2.35392	44.239	0	5	4.1				0		2840	8.28	14.25	CRUISE
76.69200015	-7.05085	110.39891	-7.05114	110.3993	-7.05086	110.39893	-42.987	31.902	-38.808	29.006			-38.808	29.006	137.2	137.4	0.27	0.717	0.716	0	0	0.717	0.0098	157	151	2.88101	2.2407	44.352	0	5	3.9				0		2842	8.22	3.01	CRUISE
76.88000011	-7.05085	110.39891	-7.05114	110.3993	-7.05086	110.39893	-42.987	31.902	-38.862	29.056			-38.91106	29.10159	136.85421	137.4	0.31	0.718	0.713	0	0	0.715	-0.0458	157	151	2.88101	2.16711	44.426	0	5	3.8				0		2843	8.2	3.52	CRUISE
77.06999993	-7.05085	110.39891	-7.05114	110.3993	-7.05086	110.39893	-42.987	31.902	-38.958	29.145			-39.00826	29.19138	137.10651	137.5	0.22	0.725	0.733	0	0	0.729	-0.036	157	151	2.88101	2.0362	44.558	0	5	3.5				0		2845	8.25	2.03	CRUISE
77.25399995	-7.05085	110.39891	-7.05114	110.3993	-7.05086	110.39893	-42.987	31.902	-38.958	29.145			-39.10664	29.28308	136.72597	137.5	0.22	0.725	0.733	0	0	0.729	-0.036	157	151	2.88101	2.0362	44.558	0	5	3.5				0		2847	8.36	2	CRUISE
