Time,Lat_GPS,Lon_GPS,Lat_0,Lon_0,Target_Lat,Target_Lon,X_GPS,Y_GPS,X_EKF,Y_EKF,X_Pred,Y_Pred,X_ODO,Y_ODO,Theta,Theta_Target,Theta_Err,VL,VR,DWA_V,DWA_Omega,V_Aktual,Omega_Aktual,PWM_L,PWM_R,Dist_GPS,Dist_EKF,Dist_Travelled,WP,ETA_kf,ETA_raw,X_obs,Y_obs,Bump_Sta,Haz_Sta,Pothole_Sta,Frame,FPS,Latency,Arbiter
1783678059.85900,-7.05098,110.39908,-7.05112,110.39928,-7.05089,110.39896,-21.91500,15.87100,-17.04300,13.18900,,,-17.04300,13.18900,148.10000,143.40000,-4.71000,0.39900,0.41200,0.00000,0.00000,0.40500,0.08730,84,84,17.07701,22.62758,16.87900,0.00000,70.10000,52.40000,,,,0,,2106,7.61000,2.53000,CRUISE
1783678060.04600,-7.05098,110.39908,-7.05112,110.39928,-7.05089,110.39896,-21.91500,15.87100,-17.09900,13.22400,,,-17.09900,13.22400,148.50000,144.50000,-4.00000,0.41000,0.43200,0.00000,0.00000,0.42100,-0.27490,144,144,17.07701,22.56154,16.95100,0.00000,68.70000,51.90000,,,,0,,2108,7.61000,2.00000,CRUISE
1783678060.23400,-7.05098,110.39908,-7.05112,110.39928,-7.05089,110.39896,-21.91500,15.87100,-17.09900,13.22400,,,-17.16575,13.26609,145.54749,144.50000,-4.00000,0.41000,0.43200,0.00000,0.00000,0.42100,-0.27490,144,144,17.07701,22.56154,16.95100,0.00000,68.70000,51.90000,,,,0,,2109,7.63000,2.53000,CRUISE
1783678060.41600,-7.05098,110.39908,-7.05112,110.39928,-7.05089,110.39896,-21.91500,15.87100,-17.09900,13.22400,,,-17.22833,13.31019,142.68284,144.50000,-4.00000,0.41000,0.43200,0.00000,0.00000,0.42100,-0.27490,144,144,17.07701,22.56154,16.95000,0.00000,68.40000,51.80000,,,,0,,2111,7.64000,2.52000,CRUISE
1783678060.60500,-7.05098,110.39908,-7.05112,110.39928,-7.05089,110.39896,-21.91500,15.87100,-17.18100,13.27600,,,-17.18100,13.27600,148.50000,140.00000,-8.43000,0.47700,0.48800,0.00000,0.00000,0.48200,-0.08290,12,12,17.07701,22.46444,17.28800,0.00000,68.40000,51.80000,,,,0,,2112,7.64000,2.32000,CRUISE
1783678060.79300,-7.05098,110.39908,-7.05112,110.39928,-7.05089,110.39896,-21.91500,15.87100,-17.25100,13.31900,,,-17.25100,13.31900,147.90000,140.30000,-7.66000,0.37100,0.39800,0.00000,0.00000,0.38500,0.15160,72,72,17.07701,22.38229,17.35900,0.00000,68.40000,51.80000,,,,0,,2114,7.68000,3.52000,CRUISE
1783678060.97700,-7.05096,110.39907,-7.05112,110.39928,-7.05089,110.39896,-23.60100,17.62300,-17.49200,13.46400,,,-17.49200,13.46400,147.30000,140.10000,-7.22000,0.39600,0.40000,0.00000,0.00000,0.39800,0.07200,102,102,14.71961,22.10107,17.43000,0.00000,66.30000,44.20000,,,,0,,2115,7.62000,2.06000,CRUISE
1783678061.16800,-7.05096,110.39907,-7.05112,110.39928,-7.05089,110.39896,-23.60100,17.62300,-17.55300,13.50300,,,-17.58703,13.52493,146.88833,139.90000,-7.22000,0.42300,0.42000,0.00000,0.00000,0.42200,-0.05670,132,132,14.71961,22.02867,17.48000,0.00000,66.30000,44.20000,,,,0,,2116,7.63000,1.51000,CRUISE
1783678061.34900,-7.05096,110.39907,-7.05112,110.39928,-7.05089,110.39896,-23.60100,17.62300,-17.55300,13.50300,,,-17.65097,13.56687,146.29970,139.90000,-7.22000,0.42300,0.42000,0.00000,0.00000,0.42200,-0.05670,132,132,14.71961,22.02867,17.48000,0.00000,66.30000,44.20000,,,,0,,2118,7.61000,1.01000,CRUISE
1783678061.53300,-7.05096,110.39907,-7.05112,110.39928,-7.05089,110.39896,-23.60100,17.62300,-17.55300,13.50300,,,-17.71528,13.61000,145.70361,139.90000,-7.22000,0.42300,0.42000,0.00000,0.00000,0.42200,-0.05670,132,132,14.71961,22.02867,17.48000,0.00000,66.10000,44.20000,,,,0,,2119,7.59000,2.01000,CRUISE
1783678061.71900,-7.05096,110.39907,-7.05112,110.39928,-7.05089,110.39896,-23.60100,17.88800,-17.85900,13.69900,,,-17.85900,13.69900,144.20000,144.20000,0.00000,0.35700,0.38600,0.00000,0.00000,0.37200,0.26830,30,30,14.58568,21.66531,17.84200,0.00000,66.10000,44.20000,,,,0,,2121,7.62000,2.51000,CRUISE
1783678061.90100,-7.05096,110.39907,-7.05112,110.39928,-7.05089,110.39896,-23.60100,18.04800,-18.09400,13.85900,,,-18.09400,13.85900,142.80000,138.50000,-4.27000,0.39500,0.39100,0.00000,0.00000,0.39300,0.08290,90,90,14.50656,21.38125,17.91700,0.00000,66.10000,44.20000,,,,0,,2122,7.57000,1.53000,CRUISE
1783678062.08400,-7.05096,110.39907,-7.05112,110.39928,-7.05089,110.39896,-23.60100,18.04800,-18.11200,13.87300,,,-18.14082,13.89520,143.45423,138.10000,-4.27000,0.40000,0.39700,0.00000,0.00000,0.39900,0.20180,120,120,14.50656,21.35857,17.94000,0.00000,63.50000,43.10000,,,,0,,2123,7.66000,3.03000,CRUISE
1783678062.26800,-7.05096,110.39907,-7.05112,110.39928,-7.05089,110.39896,-23.60100,18.04800,-18.16000,13.91000,,,-18.19000,13.93327,141.53264,148.10000,5.93000,0.41800,0.41400,0.00000,0.00000,0.41600,-0.12760,120,120,14.50656,21.29826,18.00700,0.00000,63.50000,43.10000,,,,0,,2125,7.69000,1.51000,CRUISE
1783678062.45800,-7.05096,110.39907,-7.05112,110.39928,-7.05089,110.39896,-23.60100,18.04800,-18.16000,13.91000,,,-18.25157,13.98280,140.14413,148.10000,5.93000,0.41800,0.41400,0.00000,0.00000,0.41600,-0.12760,120,120,14.50656,21.29826,18.00700,0.00000,63.50000,43.10000,,,,0,,2126,7.75000,1.55000,CRUISE
1783678062.64200,-7.05096,110.39907,-7.05112,110.39928,-7.05089,110.39896,-23.60100,18.04800,-18.16000,13.91000,,,-18.31003,14.03219,138.79895,148.10000,5.93000,0.41800,0.41400,0.00000,0.00000,0.41600,-0.12760,161,142,14.50656,21.29826,18.01000,0.00000,63.20000,43.10000,,,,0,,2128,7.82000,2.51000,CRUISE
1783678062.82800,-7.05096,110.39907,-7.05112,110.39928,-7.05089,110.39896,-23.60100,18.04800,-18.27900,14.00200,,,-18.27900,14.00200,142.30000,140.00000,-2.27000,0.20400,0.41600,0.00000,0.00000,0.31000,0.38940,45,45,14.50656,21.14863,18.37400,0.00000,63.20000,43.10000,,,,0,,2129,7.86000,1.50000,CRUISE
1783678063.01400,-7.05096,110.39907,-7.05112,110.39928,-7.05089,110.39896,-23.60100,18.04800,-18.31900,14.03300,,,-18.31900,14.03300,140.30000,137.90000,-2.43000,0.26000,0.39100,0.00000,0.00000,0.32600,0.10690,105,105,14.50656,21.09829,18.45000,0.00000,62.10000,42.80000,,,,0,,2131,7.80000,1.00000,CRUISE
1783678063.19900,-7.05096,110.39907,-7.05112,110.39928,-7.05089,110.39896,-23.60100,18.04800,-18.37300,14.07700,,,-18.37300,14.07700,140.00000,148.20000,8.14000,0.37000,0.41200,0.00000,0.00000,0.39100,-0.10040,135,135,14.50656,21.02921,18.51000,0.00000,62.10000,42.80000,,,,0,,2132,7.85000,2.00000,CRUISE
1783678063.38500,-7.05096,110.39907,-7.05112,110.39928,-7.05089,110.39896,-23.60100,18.04800,-18.37300,14.07700,,,-18.42862,14.12412,138.92756,148.20000,8.14000,0.37000,0.41200,0.00000,0.00000,0.39100,-0.10040,135,135,14.50656,21.02921,18.51000,0.00000,62.10000,42.80000,,,,0,,2134,7.87000,1.52000,CRUISE
1783678063.57200,-7.05096,110.39907,-7.05112,110.39928,-7.05089,110.39896,-23.60100,18.04800,-18.37300,14.07700,,,-18.48352,14.17241,137.85179,148.20000,8.14000,0.37000,0.41200,0.00000,0.00000,0.39100,-0.10040,135,135,14.50656,21.02921,18.51000,0.00000,61.90000,42.70000,,,,0,,2135,7.88000,2.02000,CRUISE
1783678063.76400,-7.05096,110.39907,-7.05112,110.39928,-7.05089,110.39896,-23.60100,18.04800,-18.46200,14.15300,,,-18.46200,14.15300,140.00000,148.20000,8.26000,0.42300,0.40500,0.00000,0.00000,0.41400,-0.34910,3,3,14.50656,20.91353,18.86000,0.00000,61.90000,42.70000,,,,0,,2137,7.87000,1.01000,CRUISE
1783678063.94800,-7.05096,110.39907,-7.05112,110.39928,-7.05089,110.39896,-24.44400,18.73800,-18.87600,14.43600,,,-18.87600,14.43600,142.00000,148.30000,6.35000,0.39600,0.29500,0.00000,0.00000,0.34500,-0.39600,63,63,13.43484,20.41257,18.91200,0.00000,61.90000,42.70000,,,,0,,2138,7.90000,1.00000,CRUISE
1783678064.13900,-7.05095,110.39906,-7.05112,110.39928,-7.05089,110.39896,-24.44400,18.73800,-18.90700,14.46000,,,-18.93625,14.48149,142.98065,148.30000,4.57000,0.39900,0.37600,0.00000,0.00000,0.38800,-0.13420,93,93,13.43484,20.37359,18.96000,0.00000,59.60000,39.30000,,,,0,,2140,7.88000,2.01000,CRUISE
1783678064.32900,-7.05095,110.39906,-7.05112,110.39928,-7.05089,110.39896,-24.44400,18.73800,-18.96000,14.49800,,,-18.99167,14.52084,144.55862,148.30000,4.10000,0.40900,0.40700,0.00000,0.00000,0.40800,0.06540,123,123,13.43484,20.30853,19.02900,0.00000,59.60000,39.30000,,,,0,,2141,7.83000,1.57000,CRUISE
1783678064.52000,-7.05095,110.39906,-7.05112,110.39928,-7.05089,110.39896,-24.44400,18.73800,-18.96000,14.49800,,,-19.05507,14.56567,145.27180,148.30000,4.10000,0.40900,0.40700,0.00000,0.00000,0.40800,0.06540,123,123,13.43484,20.30853,19.02900,0.00000,59.60000,39.30000,,,,0,,2143,7.85000,3.33000,CRUISE
1783678064.70900,-7.05095,110.39906,-7.05112,110.39928,-7.05089,110.39896,-24.44400,18.73800,-18.96000,14.49800,,,-19.11858,14.60941,145.98000,148.30000,4.10000,0.40900,0.40700,0.00000,0.00000,0.40800,0.06540,161,144,13.43484,20.30853,19.03000,0.00000,59.30000,39.20000,,,,0,,2144,7.84000,1.55000,CRUISE
1783678064.89200,-7.05095,110.39906,-7.05112,110.39928,-7.05089,110.39896,-25.28600,19.00300,-19.28000,14.70500,,,-19.28000,14.70500,148.30000,148.40000,0.04000,0.33200,0.40700,0.00000,0.00000,0.37000,-0.03270,51,51,12.56975,19.92750,19.41400,0.00000,59.30000,39.20000,,,,0,,2146,7.78000,1.56000,CRUISE
1783678065.07800,-7.05095,110.39906,-7.05112,110.39928,-7.05089,110.39896,-25.28600,19.00300,-19.32800,14.73500,,,-19.32800,14.73500,149.10000,148.40000,-0.75000,0.37000,0.41600,0.00000,0.00000,0.39300,0.04360,81,81,12.56975,19.87090,19.47500,0.00000,59.30000,39.20000,,,,0,,2147,7.71000,5.14000,CRUISE
1783678065.26400,-7.05095,110.39906,-7.05112,110.39928,-7.05089,110.39896,-25.28600,19.00300,-19.39600,14.77500,,,-19.39600,14.77500,149.20000,148.30000,-0.82000,0.39900,0.42700,0.00000,0.00000,0.41300,0.08940,141,141,12.56975,19.79202,19.55900,0.00000,57.50000,36.40000,,,,0,,2148,7.72000,2.03000,CRUISE
1783678065.45100,-7.05095,110.39906,-7.05112,110.39928,-7.05089,110.39896,-25.28600,19.00300,-19.39600,14.77500,,,-19.46245,14.81424,150.15718,148.30000,-0.82000,0.39900,0.42700,0.00000,0.00000,0.41300,0.08940,141,141,12.56975,19.79202,19.55900,0.00000,57.50000,36.40000,,,,0,,2150,7.70000,3.94000,CRUISE
1783678065.63600,-7.05095,110.39906,-7.05112,110.39928,-7.05089,110.39896,-25.28600,19.00300,-19.39600,14.77500,,,-19.52881,14.85195,151.10377,148.30000,-0.82000,0.39900,0.42700,0.00000,0.00000,0.41300,0.08940,141,141,12.56975,19.79202,19.56000,0.00000,57.30000,36.40000,,,,0,,2151,7.66000,2.72000,CRUISE
1783678065.82500,-7.05095,110.39906,-7.05112,110.39928,-7.05089,110.39896,-25.28600,19.00300,-19.47800,14.82400,,,-19.47800,14.82400,149.30000,146.60000,-2.68000,0.46400,0.48800,0.00000,0.00000,0.47600,-0.07850,9,9,12.56975,19.69651,19.89300,0.00000,57.30000,36.40000,,,,0,,2152,7.65000,2.00000,CRUISE
1783678066.00900,-7.05095,110.39906,-7.05112,110.39928,-7.05089,110.39896,-26.12900,19.37500,-19.75900,14.98800,,,-19.75900,14.98800,149.60000,145.20000,-4.43000,0.35700,0.40500,0.00000,0.00000,0.38100,-0.14070,72,72,11.65294,19.37125,19.97200,0.00000,57.30000,36.40000,,,,0,,2154,7.55000,4.52000,CRUISE
1783678066.19700,-7.05095,110.39905,-7.05112,110.39928,-7.05089,110.39896,-26.12900,19.37500,-20.16400,15.22700,,,-20.19672,15.24612,149.79646,145.20000,-4.43000,0.38600,0.40200,0.00000,0.00000,0.39400,0.01750,99,99,11.65294,18.90108,20.01000,0.00000,54.30000,33.50000,,,,0,,2155,7.48000,1.51000,CRUISE
1783678066.38000,-7.05095,110.39905,-7.05112,110.39928,-7.05089,110.39896,-26.12900,19.37500,-20.22200,15.26100,,,-20.25493,15.28017,149.34682,144.20000,-5.55000,0.40300,0.41700,0.00000,0.00000,0.41000,-0.08510,129,129,11.65294,18.83387,20.08600,0.00000,54.30000,33.50000,,,,0,,2156,7.46000,2.87000,CRUISE
1783678066.56200,-7.05095,110.39905,-7.05112,110.39928,-7.05089,110.39896,-26.12900,19.37500,-20.22200,15.26100,,,-20.31885,15.31838,148.46123,144.20000,-5.55000,0.40300,0.41700,0.00000,0.00000,0.41000,-0.08510,129,129,11.65294,18.83387,20.08600,0.00000,54.30000,33.50000,,,,0,,2158,7.51000,2.05000,CRUISE
1783678066.75000,-7.05095,110.39905,-7.05112,110.39928,-7.05089,110.39896,-26.12900,19.37500,-20.22200,15.26100,,,-20.38452,15.35905,147.54259,144.20000,-5.55000,0.40300,0.41700,0.00000,0.00000,0.41000,-0.08510,129,129,11.65294,18.83387,20.09000,0.00000,54.00000,33.40000,,,,0,,2159,7.50000,4.06000,CRUISE
1783678066.94000,-7.05095,110.39905,-7.05112,110.39928,-7.05089,110.39896,-26.12900,19.53400,-20.66700,15.53300,,,-20.66700,15.53300,147.90000,143.40000,-4.46000,0.42500,0.29500,0.00000,0.00000,0.36000,-0.38720,24,24,11.57482,18.31233,20.44400,0.00000,54.00000,33.40000,,,,0,,2161,7.47000,3.51000,CRUISE
1783678067.13200,-7.05095,110.39905,-7.05112,110.39928,-7.05089,110.39896,-26.12900,19.53400,-20.71800,15.56500,,,-20.71800,15.56500,148.70000,144.60000,-4.06000,0.41400,0.24700,0.00000,0.00000,0.33100,0.08730,87,87,11.57482,18.25212,20.50100,0.00000,54.00000,33.40000,,,,0,,2162,7.52000,4.44000,CRUISE
1783678067.32100,-7.05094,110.39905,-7.05112,110.39928,-7.05089,110.39896,-26.12900,19.53400,-20.73400,15.57500,,,-20.76234,15.59203,147.88713,144.90000,-4.06000,0.41300,0.28900,0.00000,0.00000,0.35100,-0.20620,114,114,11.57482,18.23325,20.52000,0.00000,52.00000,33.00000,,,,0,,2163,7.47000,3.02000,CRUISE
1783678067.50800,-7.05094,110.39905,-7.05112,110.39928,-7.05089,110.39896,-26.12900,19.53400,-20.78500,15.60600,,,-20.81596,15.62453,149.00555,145.30000,-3.82000,0.42100,0.34400,0.00000,0.00000,0.38300,-0.01750,114,114,11.57482,18.17357,20.59300,0.00000,52.00000,33.00000,,,,0,,2165,7.48000,2.00000,CRUISE
1783678067.69600,-7.05094,110.39905,-7.05112,110.39928,-7.05089,110.39896,-26.12900,19.53400,-20.78500,15.60600,,,-20.87792,15.66182,148.81623,145.30000,-3.82000,0.42100,0.34400,0.00000,0.00000,0.38300,-0.01750,114,114,11.57482,18.17357,20.59300,0.00000,52.00000,33.00000,,,,0,,2166,7.48000,2.50000,CRUISE
1783678067.88300,-7.05094,110.39905,-7.05112,110.39928,-7.05089,110.39896,-26.12900,19.53400,-20.86300,15.65200,,,-20.86300,15.65200,148.90000,143.50000,-5.44000,0.48200,0.42000,0.00000,0.00000,0.45100,0.06760,144,160,11.57482,18.08304,20.92100,0.00000,51.80000,33.00000,,,,0,,2168,7.45000,3.52000,CRUISE
1783678068.06900,-7.05094,110.39905,-7.05112,110.39928,-7.05089,110.39896,-26.12900,19.53400,-20.91100,15.68200,,,-20.91100,15.68200,146.80000,140.90000,-5.98000,0.35500,0.35000,0.00000,0.00000,0.35200,0.16040,42,42,11.57482,18.02643,20.96600,0.00000,51.80000,33.00000,,,,0,,2169,7.41000,3.01000,CRUISE
1783678068.25400,-7.05094,110.39904,-7.05112,110.39928,-7.05089,110.39896,-26.97200,19.95900,-21.14600,15.82400,,,-21.14600,15.82400,146.00000,138.90000,-7.09000,0.39600,0.37600,0.00000,0.00000,0.38600,0.09380,102,102,10.63159,17.75188,21.04000,0.00000,50.20000,30.10000,,,,0,,2170,7.39000,2.03000,CRUISE
1783678068.43700,-7.05094,110.39904,-7.05112,110.39928,-7.05089,110.39896,-26.97200,19.95900,-21.19600,15.85800,,,-21.19600,15.85800,145.80000,142.00000,-3.81000,0.41300,0.39900,0.00000,0.00000,0.40600,0.09380,132,132,10.63159,17.69147,21.11300,0.00000,50.20000,30.10000,,,,0,,2172,7.35000,3.51000,CRUISE
1783678068.62200,-7.05094,110.39904,-7.05112,110.39928,-7.05089,110.39896,-26.97200,19.95900,-21.19600,15.85800,,,-21.25820,15.89988,146.79252,142.00000,-3.81000,0.41300,0.39900,0.00000,0.00000,0.40600,0.09380,132,132,10.63159,17.69147,21.11300,0.00000,50.20000,30.10000,,,,0,,2173,7.39000,1.00000,CRUISE
1783678068.81700,-7.05094,110.39904,-7.05112,110.39928,-7.05089,110.39896,-26.97200,19.95900,-21.19600,15.85800,,,-21.32445,15.94281,147.83768,142.00000,-3.81000,0.41300,0.39900,0.00000,0.00000,0.40600,0.09380,132,132,10.63159,17.69147,21.11000,0.00000,50.00000,30.10000,,,,0,,2174,7.41000,5.52000,CRUISE
1783678069.00800,-7.05094,110.39904,-7.05112,110.39928,-7.05089,110.39896,-26.97200,19.95900,-21.29000,15.92300,,,-21.29000,15.92300,142.30000,148.30000,5.97000,0.40600,0.40100,0.00000,0.00000,0.40400,0.29020,27,27,10.63159,17.57734,21.45300,0.00000,50.00000,30.10000,,,,0,,2176,7.46000,1.99000,CRUISE
1783678069.19400,-7.05094,110.39904,-7.05112,110.39928,-7.05089,110.39896,-26.97200,19.95900,-21.35500,15.97600,,,-21.35500,15.97600,137.00000,148.30000,11.28000,0.35900,0.38200,0.00000,0.00000,0.37000,0.15600,87,87,10.63159,17.49419,21.53400,0.00000,50.00000,30.10000,-25.62548,15.52715,,0,,2177,7.49000,1.99000,CRUISE
1783678069.38200,-7.05094,110.39904,-7.05112,110.39928,-7.05089,110.39896,-26.97200,19.95900,-21.37000,15.99100,,,-21.39615,16.01616,137.04879,148.30000,12.23000,0.38600,0.37500,0.00000,0.00000,0.38000,0.17340,117,117,10.63159,17.47355,21.56000,0.00000,49.10000,29.90000,-25.65775,15.41353,,0,,2179,7.48000,2.53000,CRUISE
1783678069.56600,-7.05094,110.39904,-7.05112,110.39928,-7.05089,110.39896,-26.97200,19.95900,-21.41300,16.03300,,,-21.43883,16.05821,135.52968,148.40000,12.66000,0.40700,0.38700,0.00000,0.00000,0.39700,-0.03270,117,117,10.63159,17.41491,21.62200,0.00000,49.10000,29.90000,-25.57498,15.28940,,0,,2180,7.53000,3.13000,CRUISE
1783678069.74900,-7.05094,110.39904,-7.05112,110.39928,-7.05089,110.39896,-26.97200,19.95900,-21.41300,16.03300,,,-21.49062,16.10920,135.18664,148.40000,12.66000,0.40700,0.38700,0.00000,0.00000,0.39700,-0.03270,117,117,10.63159,17.41491,21.62200,0.00000,49.10000,29.90000,-25.58914,15.22408,,0,,2182,7.56000,2.51000,CRUISE
1783678069.93300,-7.05094,110.39904,-7.05112,110.39928,-7.05089,110.39896,-26.97200,19.95900,-21.41300,16.03300,,,-21.54228,16.16067,134.84252,148.40000,12.66000,0.40700,0.38700,0.00000,0.00000,0.39700,-0.03270,167,131,10.63159,17.41491,21.62000,0.00000,48.90000,29.90000,-25.54846,15.39337,,0,,2183,7.54000,1.52000,CRUISE
1783678070.12300,-7.05094,110.39904,-7.05112,110.39928,-7.05089,110.39896,-27.81500,20.75500,-21.70700,16.24800,,,-21.70700,16.24800,138.90000,148.50000,9.58000,0.26300,0.41600,0.00000,0.00000,0.33900,0.09820,45,45,9.51109,17.05186,21.98500,0.00000,48.90000,29.90000,-25.64885,15.19916,,0,,2185,7.59000,1.61000,CRUISE
1783678070.22600,-7.05094,110.39904,-7.05112,110.39928,-7.05089,110.39896,-27.81500,20.75500,-21.73700,16.27400,,,-21.73700,16.27400,138.80000,148.50000,9.76000,0.33500,0.41700,0.00000,0.00000,0.37600,0.02620,75,75,9.51109,17.01270,22.02900,0.00000,48.90000,29.90000,-25.66815,15.30842,,0,,2185,7.59000,2.00000,CRUISE
1783678070.40800,-7.05093,110.39903,-7.05112,110.39928,-7.05089,110.39896,-27.81500,20.75500,-21.75200,16.28800,,,-21.77783,16.31077,139.84370,148.50000,9.94000,0.35300,0.40400,0.00000,0.00000,0.37900,0.23890,135,135,9.51109,16.99259,22.07000,0.00000,47.40000,26.60000,,,,0,,2187,7.63000,1.01000,CRUISE
1783678070.59800,-7.05093,110.39903,-7.05112,110.39928,-7.05089,110.39896,-27.81500,20.75500,-21.80600,16.33500,,,-21.83462,16.36041,139.56036,148.60000,10.15000,0.39500,0.40900,0.00000,0.00000,0.40200,0.21270,135,135,9.51109,16.92200,22.12700,0.00000,47.40000,26.60000,,,,0,,2188,7.65000,3.04000,CRUISE
1783678070.78700,-7.05093,110.39903,-7.05112,110.39928,-7.05089,110.39896,-27.81500,20.75500,-21.80600,16.33500,,,-21.89290,16.40907,141.86202,148.60000,10.15000,0.39500,0.40900,0.00000,0.00000,0.40200,0.21270,135,135,9.51109,16.92200,22.12700,0.00000,47.40000,26.60000,,,,0,,2190,7.60000,1.53000,CRUISE
1783678070.97800,-7.05093,110.39903,-7.05112,110.39928,-7.05089,110.39896,-27.81500,20.75500,-21.80600,16.33500,,,-21.95374,16.45586,144.18895,148.60000,10.15000,0.39500,0.40900,0.00000,0.00000,0.40200,0.21270,166,134,9.51109,16.92200,22.13000,0.00000,47.20000,26.50000,,,,0,,2191,7.60000,1.51000,CRUISE
1783678071.16600,-7.05093,110.39903,-7.05112,110.39928,-7.05089,110.39896,-27.81500,20.75500,-21.92100,16.43400,,,-21.92100,16.43400,141.70000,148.60000,6.99000,0.36300,0.32800,0.00000,0.00000,0.34500,-0.02840,36,36,9.51109,16.77226,22.49600,0.00000,47.20000,26.50000,-20.71860,17.46823,,0,,2193,7.68000,2.01000,CRUISE
1783678071.37000,-7.05093,110.39903,-7.05112,110.39928,-7.05089,110.39896,-27.81500,20.75500,-21.97300,16.47500,-23.01653,17.21781,-21.97300,16.47500,143.30000,148.70000,5.40000,0.36800,0.38600,0.42700,0.01414,0.37700,-0.19530,96,96,9.51109,16.70653,22.57000,0.00000,46.40000,26.40000,-21.05509,17.75241,,0,,2194,7.72000,43.13000,AVOID
1783678071.55300,-7.05093,110.39903,-7.05112,110.39928,-7.05089,110.39896,-27.81500,20.75500,-22.02000,16.51000,-23.03860,17.19890,-22.02000,16.51000,143.60000,148.70000,5.07000,0.35300,0.36800,0.41000,0.02622,0.36000,-0.07850,36,36,9.51109,16.64818,22.61900,0.00000,46.40000,26.40000,-21.27177,18.23905,,0,,2195,7.59000,76.77000,AVOID
1783678071.74000,-7.05093,110.39903,-7.05112,110.39928,-7.05089,110.39896,-27.81500,20.75500,-22.02000,16.51000,-23.08252,17.25407,-22.07418,16.55025,142.75675,148.70000,5.07000,0.35300,0.36800,0.41000,0.02622,0.36000,-0.07850,36,36,9.51109,16.64818,22.61900,0.00000,46.40000,26.40000,-25.49910,15.04277,,0,,2196,7.44000,40.96000,AVOID
1783678071.92400,-7.05093,110.39903,-7.05112,110.39928,-7.05089,110.39896,-27.81500,20.75500,-22.02000,16.51000,-23.12481,17.30879,-22.12672,16.59050,141.92984,148.70000,5.07000,0.35300,0.36800,0.41000,0.02622,0.36000,-0.07850,36,36,9.51109,16.64818,22.62000,0.00000,46.20000,26.40000,-25.59054,15.19596,,0,,2198,7.24000,60.44000,AVOID
1783678072.10900,-7.05093,110.39903,-7.05112,110.39928,-7.05089,110.39896,-27.81500,20.75500,-22.08300,16.55700,-22.90033,17.11548,-22.08300,16.55700,144.30000,148.70000,4.42000,0.29400,0.26600,0.33000,0.01526,0.28000,-0.03710,24,24,9.51109,16.56993,22.74400,0.00000,46.20000,26.40000,-25.44881,15.03728,,0,,2199,7.06000,56.25000,AVOID
1783678072.29700,-7.05093,110.39903,-7.05112,110.39928,-7.05089,110.39896,-27.81500,20.75500,-22.12000,16.58300,-22.83302,17.04903,-22.12000,16.58300,144.70000,148.70000,4.01000,0.24600,0.22200,0.28400,0.02400,0.23400,0.02400,84,84,9.51109,16.52481,22.78300,0.00000,46.20000,26.40000,-25.40939,14.92861,,0,,2200,6.92000,54.63000,AVOID
1783678072.48500,-7.05093,110.39903,-7.05112,110.39928,-7.05089,110.39896,-27.81500,20.75500,-22.13900,16.59700,-22.87522,17.06229,-22.15719,16.60998,144.69180,148.70000,4.21000,0.24400,0.22200,0.28300,0.03490,0.23300,0.03490,84,84,9.51109,16.50131,22.81000,0.00000,46.10000,26.60000,-25.38359,14.84418,,0,,2201,6.81000,54.17000,AVOID
1783678072.66900,-7.05093,110.39903,-7.05112,110.39928,-7.05089,110.39896,-27.81500,20.75500,-22.17200,16.62000,,,-22.19136,16.63386,144.81362,148.70000,4.34000,0.26100,0.24300,0.00000,0.00000,0.25200,0.07640,102,99,9.51109,16.46116,22.85400,0.00000,46.10000,26.60000,-25.41400,14.86121,,0,,2202,6.69000,4.52000,CRUISE
1783678072.85800,-7.05093,110.39903,-7.05112,110.39928,-7.05089,110.39896,-27.81500,20.75500,-22.17200,16.62000,,,-22.23025,16.66107,145.63799,148.70000,4.34000,0.26100,0.24300,0.00000,0.00000,0.25200,0.07640,102,99,9.51109,16.46116,22.85400,0.00000,46.10000,26.60000,-25.38535,14.79232,,0,,2203,6.76000,3.54000,CRUISE
1783678073.04400,-7.05093,110.39903,-7.05112,110.39928,-7.05089,110.39896,-27.81500,20.75500,-22.17200,16.62000,,,-22.26906,16.68740,146.45271,148.70000,4.34000,0.26100,0.24300,0.00000,0.00000,0.25200,0.07640,100,97,9.51109,16.46116,22.85000,0.00000,46.00000,26.60000,-25.40174,14.84559,,0,,2205,7.03000,4.54000,CRUISE
1783678073.22900,-7.05093,110.39903,-7.05112,110.39928,-7.05089,110.39896,-27.81500,20.75500,-22.24300,16.67100,,,-22.24300,16.67100,143.50000,148.80000,5.28000,0.29400,0.23100,0.00000,0.00000,0.26300,0.00000,42,42,9.51109,16.37401,23.08400,0.00000,46.00000,26.60000,-25.35865,14.83574,,0,,2206,7.08000,2.61000,CRUISE
1783678073.41100,-7.05093,110.39903,-7.05112,110.39928,-7.05089,110.39896,-27.81500,20.75500,-22.28600,16.70200,,,-22.28600,16.70200,143.20000,148.80000,5.59000,0.25500,0.23300,0.00000,0.00000,0.24400,-0.10910,102,102,9.51109,16.32117,23.13500,0.00000,46.00000,26.60000,-25.33991,14.77885,,0,,2207,7.15000,2.53000,CRUISE
