TIME,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15
12:44:18.81,-7.049295,110.392997,-7.04925,110.39299,171.39,171.32,-0.07,0.7,0.8,0.75,5.05,35.6,6.77,1,1
12:44:19.00,-7.049295,110.392997,-7.049257,110.39299,167.94,169.77,1.83,0.68,0.79,0.73,4.32,35.73,5.9,1,1
12:44:19.27,-7.049295,110.392997,-7.049257,110.39299,165.54,169.77,4.23,0.68,0.76,0.72,4.32,35.86,6.01,1,1
12:44:19.45,-7.049295,110.392997,-7.049257,110.39299,163.03,169.77,6.74,1.06,1.14,1.1,4.32,36.05,3.93,1,1
12:44:19.64,-7.049295,110.392997,-7.049261,110.39299,163.8,168.49,4.7,0.75,0.74,0.74,3.86,36.19,5.19,1,1
12:44:19.83,-7.049295,110.392997,-7.049261,110.39299,165.47,168.49,3.02,0.77,0.7,0.73,3.86,36.32,5.26,1,1
12:44:20.01,-7.049295,110.392997,-7.049264,110.39299,168.63,167.56,-1.07,0.77,0.69,0.73,3.55,36.45,4.86,1,1
12:44:20.29,-7.049295,110.392997,-7.049265,110.39299,170.16,166.86,-3.3,0.72,0.66,0.69,3.39,36.58,4.93,1,1
12:44:20.47,-7.049295,110.392997,-7.049265,110.39299,170.13,166.86,-3.27,1.02,1.04,1.03,3.39,36.76,3.3,1,1
12:44:20.66,-7.049295,110.392997,-7.049268,110.392997,170.01,180,9.99,0.64,0.72,0.68,3.02,36.88,4.44,1,1
12:44:20.84,-7.049295,110.392997,-7.049268,110.392997,171.71,180,8.29,0.7,0.77,0.73,3.02,37.02,4.12,1,1
12:44:21.04,-7.049295,110.392997,-7.049271,110.392997,175.35,180,4.65,0.64,0.54,0.59,2.7,37.12,4.61,1,1
12:44:21.31,-7.049295,110.392997,-7.049271,110.392997,177.79,180,2.21,0.59,0.5,0.55,2.7,37.22,4.93,1,1
12:44:21.50,-7.049295,110.392997,-7.049273,110.392997,179.98,180,0.02,0.48,0.39,0.44,2.49,37.3,5.71,1,1
12:44:21.70,-7.049295,110.392997,-7.049273,110.392997,180.58,180,-0.58,0.23,0.21,0.22,2.39,37.34,10.85,1,1
12:44:21.88,-7.049295,110.392997,-7.049273,110.392997,180.82,180,-0.82,0.17,0.17,0.17,2.39,37.37,14.24,1,1
12:44:22.06,-7.049295,110.392997,-7.049273,110.392997,180.95,180,-0.95,0.1,0.1,0.1,2.39,37.39,22.78,1,1
12:44:22.34,-7.049295,110.392997,-7.049275,110.392997,181.06,180,-1.06,0.07,0.08,0.07,2.23,37.4,30.38,1,1
12:44:22.53,-7.049295,110.392997,-7.049275,110.392997,181.6,180,-1.6,0.06,0.02,0.04,2.23,37.41,0,1,1
12:44:22.72,-7.049295,110.392997,-7.049275,110.392997,181.66,180,-1.66,0,0.01,0,2.23,37.41,0,1,1
12:44:22.90,-7.049295,110.392997,-7.049275,110.392997,181.67,180,-1.67,0,0,0,2.23,37.41,0,1,1
12:44:23.10,-7.049295,110.392997,-7.049275,110.392997,181.67,180,-1.67,0,0,0,2.23,37.41,0,1,1
12:44:23.35,-7.049295,110.392997,-7.049275,110.392997,181.67,180,-1.67,0,0,0,2.23,37.41,0,1,1
12:44:23.55,-7.049295,110.392997,-7.049275,110.392997,181.67,180,-1.67,0,0,0,2.23,37.41,0,1,1
12:44:23.75,-7.049295,110.392997,-7.049275,110.392997,181.67,180,-1.67,0,0,0,2.23,37.41,0,1,1
12:44:23.93,-7.049295,110.392997,-7.049274,110.392997,181.67,180,-1.67,0,0,0,2.33,37.41,0,1,1
12:44:24.12,-7.049295,110.392997,-7.049274,110.392997,181.67,180,-1.67,0,0,0,2.33,37.41,0,1,1
12:44:24.38,-7.049295,110.392997,-7.049274,110.392997,181.67,180,-1.67,0,0,0,2.33,37.41,0,1,1
12:44:24.57,-7.049295,110.392997,-7.049274,110.392997,181.67,180,-1.67,0,0,0,2.33,37.41,0,1,1
12:44:24.76,-7.049295,110.392997,-7.049274,110.392997,181.67,180,-1.67,0,0,0,2.33,37.41,0,1,1
12:44:24.96,-7.049295,110.392997,-7.049274,110.392997,181.67,180,-1.67,0,0,0,2.33,37.41,0,1,1
12:44:25.15,-7.049295,110.392997,-7.049274,110.392997,181.67,180,-1.67,0,0,0,2.33,37.41,0,1,1
12:44:25.40,-7.049295,110.392997,-7.049274,110.392997,181.67,180,-1.67,0,0,0,2.33,37.41,0,1,1
12:44:25.58,-7.049295,110.392997,-7.049274,110.392997,181.66,180,-1.66,0,0,0,2.33,37.41,0,1,1
12:44:25.77,-7.049295,110.392997,-7.049274,110.392997,180.54,180,-0.54,0.1,0.07,0.08,2.33,37.42,27.85,1,1
12:44:25.97,-7.049295,110.392997,-7.049274,110.392997,179.53,180,0.47,0.29,0.25,0.27,2.33,37.47,8.68,1,1
12:44:26.15,-7.049295,110.392997,-7.049274,110.392997,177.56,180,2.44,0.25,0.31,0.28,2.33,37.52,8.35,1,1
12:44:26.40,-7.049295,110.392997,-7.049275,110.392997,176.6,180,3.4,0.28,0.34,0.31,2.23,37.58,7.17,1,1
12:44:26.60,-7.049295,110.392997,-7.049276,110.392997,177.86,180,2.14,0.35,0.33,0.34,2.12,37.64,6.26,1,1
12:44:26.79,-7.049295,110.392997,-7.049276,110.392997,179.68,180,0.32,0.24,0.21,0.22,2.12,37.68,9.49,1,1
12:44:26.99,-7.049295,110.392997,-7.049276,110.392997,181.14,180,-1.14,0.18,0.18,0.18,2.12,37.71,11.68,1,1
12:44:27.17,-7.049295,110.392997,-7.049276,110.392997,182.94,180,-2.94,0.12,0.14,0.13,2.12,37.73,16.42,1,1
12:44:27.43,-7.049295,110.392997,-7.049276,110.392997,183.41,180,-3.41,0.08,0.13,0.1,2.12,37.75,20.25,1,1
12:44:27.62,-7.049295,110.392997,-7.049277,110.392997,182.55,180,-2.55,0.17,0.2,0.19,1.96,37.79,10.6,1,1
12:44:27.82,-7.049295,110.392997,-7.049277,110.392997,181.77,180,-1.77,0.17,0.2,0.18,1.96,37.82,10.81,1,1
12:44:28.00,-7.049295,110.392997,-7.049277,110.392997,181.08,180,-1.08,0.17,0.21,0.19,1.96,37.85,10.41,1,1
12:44:28.20,-7.049295,110.392997,-7.049277,110.392997,179.69,180,0.31,0.15,0.2,0.18,1.96,37.89,11.02,1,1
12:44:28.45,-7.049295,110.392997,-7.049277,110.392997,178.92,180,1.08,0.17,0.22,0.2,1.96,37.92,10.04,1,0
12:44:28.64,-7.049295,110.392997,-7.049277,110.392997,178.3,180,1.7,0.2,0.2,0.2,1.96,37.96,10.04,1,0
12:44:28.83,-7.049295,110.392997,-7.049277,110.392997,178.35,180,1.65,0.01,0,0,1.96,37.96,0,1,0
12:44:29.02,-7.049295,110.392997,-7.049277,110.392997,178.48,180,1.52,-0.01,-0.01,-0.01,1.96,37.95,0,1,0
12:44:29.21,-7.049295,110.392997,-7.049277,110.392997,178.79,180,1.21,-0.01,-0.03,-0.02,1.96,37.95,0,1,0
12:44:29.47,-7.049295,110.392997,-7.049277,110.392997,178.78,180,1.22,-0.03,-0.04,-0.04,1.96,37.94,0,1,0
12:44:29.67,-7.049295,110.392997,-7.04928,110.392997,178.69,180,1.31,-0.09,-0.09,-0.09,1.7,37.93,0,1,0
12:44:29.86,-7.049295,110.392997,-7.04928,110.392997,178.62,180,1.38,-0.08,-0.07,-0.07,1.7,37.91,0,1,0
12:44:30.05,-7.049295,110.392997,-7.04928,110.392997,178.57,180,1.43,-0.08,-0.08,-0.08,1.7,37.9,0,1,0
12:44:30.23,-7.049295,110.392997,-7.04928,110.392997,178.57,180,1.43,-0.06,-0.06,-0.06,1.7,37.89,0,1,0
12:44:30.48,-7.049295,110.392997,-7.04928,110.392997,178.54,180,1.46,-0.08,-0.07,-0.07,1.7,37.88,0,1,0
12:44:30.68,-7.049295,110.392997,-7.04928,110.392997,179.08,180,0.92,-0.09,-0.09,-0.09,1.7,37.86,0,1,0
12:44:30.87,-7.049295,110.392997,-7.04928,110.392997,179.39,180,0.61,-0.06,-0.08,-0.07,1.7,37.85,0,1,0
12:44:31.05,-7.049295,110.392997,-7.04928,110.392997,179.41,180,0.59,-0.04,-0.04,-0.04,1.7,37.84,0,1,0
12:44:31.24,-7.049295,110.392997,-7.04928,110.392997,179.43,180,0.57,0,0,0,1.7,37.84,0,1,0
12:44:31.51,-7.049295,110.392997,-7.04928,110.392997,179.28,180,0.72,-0.01,0,0,1.64,37.84,0,1,0
