TIME,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15
12:42:35.65,-7.048954,110.392967,-7.048918,110.393257,0.12,263.07,-97.05,0,0,0,32.24,0.16,0,0,1
12:42:35.91,-7.048954,110.392967,-7.048918,110.393257,342.5,263.07,-79.43,0.31,0.39,0.35,32.24,0.43,92.36,0,1
12:42:36.10,-7.048954,110.392967,-7.048917,110.393257,335.83,262.82,-73.01,0.17,0.73,0.45,32.25,0.51,71.08,0,1
12:42:36.28,-7.048954,110.392967,-7.048917,110.393257,324.02,262.66,-61.36,0.09,0.59,0.34,32.26,0.57,94.3,0,1
12:42:36.47,-7.048954,110.392967,-7.048917,110.393257,313.62,262.66,-50.97,0.05,0.64,0.34,32.26,0.64,94.3,0,1
12:42:36.65,-7.048954,110.392967,-7.048916,110.393257,293.42,262.57,-30.84,0.04,0.75,0.4,32.27,0.71,81.1,0,1
12:42:36.93,-7.048954,110.392967,-7.048916,110.393257,277.85,262.57,-15.27,0.13,0.77,0.45,32.27,0.79,71.12,0,1
12:42:37.12,-7.048954,110.392967,-7.048917,110.393249,262.45,262.22,-0.24,0.38,1.16,0.77,31.43,0.93,40.92,0,1
12:42:37.29,-7.048954,110.392967,-7.048917,110.393249,256.3,262.22,5.92,0.45,0.71,0.58,31.43,1.03,53.91,0,1
12:42:37.48,-7.048954,110.392967,-7.048917,110.393249,256.22,262.22,5.99,0.58,0.71,0.64,31.43,1.15,48.93,0,1
12:42:37.66,-7.048954,110.392967,-7.048918,110.393249,257.92,262.48,4.56,0.68,0.66,0.67,31.41,1.27,46.87,0,1
12:42:37.85,-7.048954,110.392967,-7.048918,110.393249,260,262.48,2.47,0.69,0.66,0.68,31.41,1.39,46.38,0,1
12:42:38.03,-7.048954,110.392967,-7.048918,110.393249,261.78,262.48,0.69,0.71,0.65,0.68,31.41,1.51,46.38,0,1
12:42:38.22,-7.048954,110.392967,-7.048918,110.393249,263.84,262.48,-1.36,0.73,0.67,0.7,31.41,1.64,44.99,0,1
12:42:38.47,-7.048954,110.392967,-7.048918,110.393249,264.88,262.48,-2.41,0.72,0.69,0.71,31.41,1.76,44.55,0,1
12:42:38.65,-7.048954,110.392967,-7.048919,110.393241,264.91,262.64,-2.26,0.94,0.91,0.93,30.56,1.93,33.03,0,1
12:42:38.84,-7.048954,110.392967,-7.04892,110.393241,264.13,262.73,-1.4,0.68,0.72,0.7,30.55,2.06,43.76,0,1
12:42:39.03,-7.048954,110.392967,-7.04892,110.393241,264,262.73,-1.26,0.67,0.71,0.69,30.55,2.18,44.2,0,1
12:42:39.21,-7.048954,110.392967,-7.04892,110.393241,263.59,262.73,-0.86,0.68,0.71,0.69,30.55,2.31,43.98,0,1
12:42:39.48,-7.048954,110.392967,-7.04892,110.393241,263.05,262.73,-0.31,0.7,0.73,0.71,30.55,2.43,42.9,0,1
12:42:39.67,-7.048954,110.392967,-7.04892,110.393241,262.92,262.73,-0.19,1.03,1.03,1.03,30.55,2.62,29.57,0,1
12:42:39.85,-7.048954,110.392967,-7.04892,110.393241,263.49,262.73,-0.76,0.71,0.71,0.71,30.55,2.75,43.11,0,1
12:42:40.04,-7.048954,110.392967,-7.04892,110.393241,263.68,262.73,-0.95,0.71,0.7,0.71,30.55,2.87,43.33,0,1
12:42:40.22,-7.048954,110.392967,-7.04892,110.393241,263.79,262.73,-1.06,0.72,0.72,0.72,30.55,3,42.48,0,1
12:42:40.50,-7.048954,110.392967,-7.04892,110.393241,263.3,262.73,-0.56,0.68,0.68,0.68,30.55,3.13,44.65,0,1
12:42:40.69,-7.048954,110.392967,-7.048923,110.393226,260.58,262.92,2.34,1.06,1.1,1.08,28.84,3.32,26.65,0,1
12:42:40.87,-7.048954,110.392967,-7.048923,110.393226,258.25,263.01,4.76,0.67,0.69,0.68,28.83,3.44,42.36,0,1
12:42:41.06,-7.048954,110.392967,-7.048923,110.393226,257.18,263.01,5.83,0.66,0.71,0.69,28.83,3.57,41.93,0,1
12:42:41.25,-7.048954,110.392967,-7.048924,110.393226,256.41,263.3,6.89,0.71,0.71,0.71,28.81,3.7,40.66,0,1
12:42:41.42,-7.048954,110.392967,-7.048924,110.393226,256.73,263.3,6.57,0.7,0.65,0.67,28.81,3.82,42.77,0,1
12:42:41.61,-7.048954,110.392967,-7.048924,110.393226,257.51,263.3,5.79,0.68,0.66,0.67,28.81,3.94,42.99,0,1
12:42:41.80,-7.048954,110.392967,-7.048924,110.393226,259.03,263.3,4.27,0.72,0.65,0.68,28.81,4.06,42.12,0,1
12:42:42.06,-7.048954,110.392967,-7.048924,110.393226,260.32,263.3,2.98,0.71,0.64,0.68,28.81,4.18,42.55,0,1
12:42:42.24,-7.048954,110.392967,-7.048924,110.393226,262.49,263.3,0.81,1.01,0.92,0.97,28.81,4.36,29.8,0,1
12:42:42.43,-7.048954,110.392967,-7.048924,110.393226,263.52,263.3,-0.22,0.71,0.65,0.68,28.81,4.48,42.33,0,1
12:42:42.62,-7.048954,110.392967,-7.048924,110.393226,263.83,263.3,-0.53,0.71,0.69,0.7,28.81,4.6,41.27,0,1
12:42:42.80,-7.048954,110.392967,-7.048928,110.393218,264.27,264.17,-0.11,0.72,0.72,0.72,27.94,4.73,38.85,0,1
12:42:43.08,-7.048954,110.392967,-7.048928,110.393218,264.77,264.17,-0.6,0.72,0.7,0.71,27.94,4.86,39.42,0,1
12:42:43.27,-7.048954,110.392967,-7.048928,110.393218,266.26,264.17,-2.09,1.08,1.05,1.06,27.94,5.05,26.24,0,1
12:42:43.46,-7.048954,110.392967,-7.048928,110.393218,266.74,264.17,-2.57,0.78,0.75,0.77,27.94,5.19,36.38,0,1
12:42:43.65,-7.048954,110.392967,-7.048928,110.393218,266.4,264.17,-2.23,0.74,0.77,0.75,27.94,5.33,37.05,0,1
12:42:43.84,-7.048954,110.392967,-7.04893,110.393211,265.46,264.5,-0.96,0.68,0.72,0.7,27.08,5.45,38.59,0,1
12:42:44.09,-7.048954,110.392967,-7.04893,110.393211,265.09,264.5,-0.58,0.68,0.73,0.71,27.08,5.58,38.4,0,1
12:42:44.28,-7.048954,110.392967,-7.04893,110.393211,265.62,264.5,-1.11,0.94,0.95,0.94,27.08,5.75,28.73,0,1
12:42:44.46,-7.048954,110.392967,-7.04893,110.393211,266.03,264.5,-1.52,0.72,0.71,0.72,27.08,5.88,37.84,0,1
12:42:44.64,-7.048954,110.392967,-7.04893,110.393211,266.16,264.5,-1.66,0.73,0.71,0.72,27.08,6.01,37.66,0,1
12:42:44.83,-7.048954,110.392967,-7.04893,110.393211,266.14,264.5,-1.64,0.73,0.73,0.73,27.08,6.14,37.12,0,1
12:42:45.10,-7.048954,110.392967,-7.04893,110.393211,266.67,264.5,-2.17,0.7,0.73,0.71,27.08,6.27,38.03,0,1
12:42:45.28,-7.048954,110.392967,-7.04893,110.393211,267.52,264.5,-3.02,1.08,1.08,1.08,27.08,6.46,25.1,0,1
12:42:45.47,-7.048954,110.392967,-7.04893,110.393211,268.01,264.5,-3.5,0.72,0.73,0.72,27.08,6.59,37.47,0,1
12:42:45.66,-7.048954,110.392967,-7.04893,110.393211,267.74,264.5,-3.23,0.73,0.73,0.73,27.08,6.72,37.29,0,1
12:42:45.84,-7.048954,110.392967,-7.04893,110.393211,266.64,264.5,-2.14,0.72,0.75,0.74,27.08,6.86,36.76,0,1
12:42:46.12,-7.048954,110.392967,-7.04893,110.393211,265.72,264.5,-1.22,0.69,0.75,0.72,27.08,6.99,37.66,0,1
12:42:46.30,-7.048954,110.392967,-7.04893,110.393211,265.61,264.5,-1.1,1.08,1.12,1.1,27.08,7.18,24.7,0,1
12:42:46.49,-7.048954,110.392967,-7.048934,110.393188,265.97,264.66,-1.31,0.72,0.72,0.72,24.52,7.31,34.1,0,1
12:42:46.66,-7.048954,110.392967,-7.048934,110.393188,266.03,264.66,-1.36,0.73,0.73,0.73,24.52,7.44,33.61,0,1
12:42:46.87,-7.048954,110.392967,-7.048934,110.393188,266.09,264.66,-1.43,0.73,0.76,0.75,24.52,7.58,32.82,0,1
12:42:47.14,-7.048954,110.392967,-7.048936,110.393188,265.97,265.12,-0.84,0.79,0.8,0.79,24.5,7.72,30.92,0,1
12:42:47.34,-7.048954,110.392967,-7.048936,110.393188,265.83,265.12,-0.71,1.11,1.14,1.12,24.5,7.92,21.8,0,1
12:42:47.52,-7.048954,110.392967,-7.048936,110.393188,265.66,265.12,-0.54,0.8,0.8,0.8,24.5,8.07,30.65,0,1
12:42:47.71,-7.048954,110.392967,-7.048936,110.393188,265.58,265.12,-0.46,0.73,0.75,0.74,24.5,8.2,33.26,0,1
12:42:47.91,-7.048954,110.392967,-7.048936,110.393188,265.13,265.12,0,0.75,0.76,0.75,24.5,8.33,32.49,0,1
12:42:48.16,-7.048954,110.392967,-7.04894,110.39318,264.4,266.05,1.65,0.8,0.82,0.81,23.63,8.48,29.18,0,1
12:42:48.37,-7.048954,110.392967,-7.04894,110.39318,263.81,266.05,2.23,1.04,1.08,1.06,23.63,8.67,22.34,0,1
12:42:48.56,-7.048954,110.392967,-7.04894,110.39318,263.74,266.05,2.31,0.78,0.79,0.79,23.63,8.81,30.08,0,1
12:42:48.74,-7.048954,110.392967,-7.04894,110.39318,263.6,266.05,2.45,0.73,0.73,0.73,23.63,8.94,32.54,0,1
12:42:48.92,-7.048954,110.392967,-7.04894,110.39318,263.6,266.05,2.45,0.72,0.71,0.72,23.63,9.07,33.02,0,1
12:42:49.19,-7.048954,110.392967,-7.048941,110.393173,264.18,266.4,2.22,0.73,0.73,0.73,22.78,9.2,31.07,0,1
12:42:49.37,-7.048954,110.392967,-7.048941,110.393173,265.81,266.4,0.59,1.08,1.02,1.05,22.78,9.39,21.68,0,1
12:42:49.55,-7.048954,110.392967,-7.048941,110.393173,266.7,266.4,-0.31,0.74,0.73,0.73,22.78,9.52,31.07,0,1
12:42:49.73,-7.048954,110.392967,-7.048941,110.393173,266.75,266.4,-0.35,0.75,0.73,0.74,22.78,9.66,30.93,0,1
12:42:49.92,-7.048954,110.392967,-7.048941,110.393173,266.76,266.4,-0.37,0.76,0.77,0.76,22.78,9.79,29.8,0,1
12:42:50.19,-7.048954,110.392967,-7.048943,110.393165,266.57,266.78,0.21,0.77,0.77,0.77,21.92,9.93,28.42,0,1
12:42:50.38,-7.048954,110.392967,-7.048944,110.393165,265.93,266.91,0.98,1.1,1.11,1.1,21.92,10.13,19.87,0,1
12:42:50.56,-7.048954,110.392967,-7.048944,110.393165,265.78,266.91,1.13,0.75,0.75,0.75,21.92,10.27,29.34,0,1
12:42:50.75,-7.048954,110.392967,-7.048944,110.393165,265.94,266.91,0.97,0.74,0.75,0.74,21.92,10.4,29.48,0,1
12:42:50.95,-7.048954,110.392967,-7.048944,110.393165,266.51,266.91,0.4,0.78,0.75,0.76,21.92,10.54,28.67,0,1
12:42:51.23,-7.048954,110.392967,-7.048944,110.393165,266.78,266.91,0.13,0.8,0.79,0.79,21.92,10.68,27.66,0,1
12:42:51.41,-7.048954,110.392967,-7.048946,110.393157,267.01,267.6,0.59,1.12,1.11,1.12,21.07,10.88,18.86,0,1
12:42:51.59,-7.048954,110.392967,-7.048946,110.393157,266.74,267.6,0.86,0.74,0.75,0.74,21.07,11.02,28.33,0,1
12:42:51.79,-7.048954,110.392967,-7.048946,110.393157,266.6,267.6,0.99,0.73,0.74,0.73,21.07,11.15,28.74,0,1
12:42:51.96,-7.048954,110.392967,-7.048947,110.39315,266.57,268,1.43,0.75,0.76,0.76,20.22,11.28,26.69,0,1
12:42:52.25,-7.048954,110.392967,-7.048947,110.39315,266.9,268,1.1,0.74,0.75,0.74,20.22,11.42,27.2,0,1
12:42:52.44,-7.048954,110.392967,-7.048947,110.39315,267.12,268,0.88,1.08,1.06,1.07,20.22,11.61,18.87,0,1
12:42:52.61,-7.048954,110.392967,-7.048947,110.39315,266.99,268,1,0.77,0.79,0.78,20.22,11.75,25.86,0,1
12:42:52.81,-7.048954,110.392967,-7.048947,110.39315,267.07,268,0.93,0.71,0.72,0.72,20.22,11.88,28.26,0,1
12:42:53.00,-7.048954,110.392967,-7.048947,110.39315,267.01,268,0.98,0.73,0.75,0.74,20.22,12.01,27.2,0,1
12:42:53.25,-7.048954,110.392967,-7.048948,110.393142,267.03,268.06,1.02,0.71,0.71,0.71,19.38,12.14,27.21,0,1
12:42:53.44,-7.048954,110.392967,-7.048948,110.393142,267.03,268.06,1.02,0.71,1.02,1.02,19.38,12.33,19.07,0,1
12:42:53.62,-7.048954,110.392967,-7.048948,110.393142,267.2,268.06,0.86,0.72,0.71,0.72,19.38,12.45,27.08,0,1
12:42:53.81,-7.048954,110.392967,-7.048948,110.393142,267.2,268.06,0.86,0.71,0.73,0.72,19.38,12.58,26.94,0,1
12:42:54.00,-7.048954,110.392967,-7.048948,110.393142,267.42,268.06,0.63,0.73,0.73,0.73,19.38,12.71,26.56,0,1
12:42:54.27,-7.048954,110.392967,-7.048948,110.393142,267.52,268.06,0.54,0.71,0.71,0.71,19.38,12.84,27.34,0,1
12:42:54.45,-7.048954,110.392967,-7.048948,110.393135,268.42,267.9,-0.52,1.08,1.08,1.08,18.53,13.04,17.18,0,1
12:42:54.64,-7.048954,110.392967,-7.048949,110.393135,268.3,268.2,-0.1,0.73,0.71,0.72,18.53,13.17,25.77,0,1
12:42:54.83,-7.048954,110.392967,-7.048949,110.393135,268.08,268.2,0.12,0.71,0.71,0.71,18.53,13.29,26.15,0,1
12:42:55.00,-7.048954,110.392967,-7.048949,110.393135,267.86,268.2,0.34,0.71,0.73,0.72,18.53,13.42,25.77,0,1
12:42:55.28,-7.048954,110.392967,-7.048951,110.393135,268.2,268.8,0.6,0.71,0.71,0.71,18.53,13.55,26.02,0,1
12:42:55.47,-7.048954,110.392967,-7.048951,110.393127,269.2,268.75,-0.46,1.1,1.05,1.08,17.68,13.74,16.45,0,1
12:42:55.65,-7.048954,110.392967,-7.048951,110.393127,269.61,268.75,-0.86,0.71,0.68,0.69,17.68,13.87,25.46,0,1
12:42:55.83,-7.048954,110.392967,-7.048951,110.393127,269.61,268.75,-0.87,0.72,0.71,0.72,17.68,14,24.71,0,1
12:42:56.02,-7.048954,110.392967,-7.048951,110.393127,268.97,268.9,-0.07,0.71,0.7,0.71,17.68,14.13,25.08,0,1
12:42:56.30,-7.048954,110.392967,-7.048951,110.393127,268.28,268.9,0.63,0.66,0.72,0.69,17.68,14.25,25.59,0,1
12:42:56.48,-7.048954,110.392967,-7.048951,110.393127,268.09,268.9,0.81,1.03,1.03,1.03,17.68,14.43,17.17,0,1
12:42:56.66,-7.048954,110.392967,-7.048951,110.393119,267.71,268.8,1.08,0.71,0.71,0.71,16.84,14.56,23.65,0,1
12:42:56.85,-7.048954,110.392967,-7.048951,110.393119,267.59,268.8,1.21,0.68,0.69,0.69,16.84,14.69,24.49,0,1
12:42:57.04,-7.048954,110.392967,-7.048951,110.393119,268.03,268.8,0.77,0.7,0.72,0.71,16.84,14.81,23.77,0,1
12:42:57.33,-7.048954,110.392967,-7.048951,110.393119,268.96,268.8,-0.16,0.71,0.7,0.7,16.84,14.94,24,0,1
12:42:57.51,-7.048954,110.392967,-7.048951,110.393119,269.13,268.8,-0.33,1.12,1.1,1.11,16.84,15.14,15.17,0,1
12:42:57.70,-7.048954,110.392967,-7.048951,110.393112,267.93,268.8,0.87,0.73,0.71,0.72,16,15.27,22.25,0,1
12:42:57.89,-7.048954,110.392967,-7.048951,110.393112,267.52,268.8,1.27,0.69,0.72,0.71,16,15.4,22.69,0,1
12:42:58.06,-7.048954,110.392967,-7.048951,110.393112,268.1,268.8,0.69,0.7,0.72,0.71,16,15.52,22.58,0,1
12:42:58.35,-7.048954,110.392967,-7.048951,110.393112,268.62,268.8,0.17,0.69,0.69,0.69,16,15.65,23.15,0,1
12:42:58.53,-7.048954,110.392967,-7.048951,110.393112,268.57,268.8,0.23,1.05,1.02,1.03,16,15.83,15.49,0,1
12:42:58.72,-7.048954,110.392967,-7.048951,110.393112,268.22,268.8,0.58,0.71,0.69,0.7,16,15.96,22.92,0,1
12:42:58.90,-7.048954,110.392967,-7.048954,110.393104,268.24,270.36,2.13,0.66,0.68,0.67,15.15,16.08,22.61,0,1
12:42:59.08,-7.048954,110.392967,-7.048955,110.393104,268.75,270.36,1.61,0.71,0.73,0.72,15.16,16.21,20.97,0,1
12:42:59.35,-7.048954,110.392967,-7.048955,110.393104,269.8,270.36,0.57,0.71,0.67,0.69,15.16,16.34,21.93,0,1
12:42:59.56,-7.048954,110.392967,-7.048955,110.393104,270.97,270.36,-0.61,1.06,1.03,1.05,15.16,16.52,14.47,0,1
12:42:59.75,-7.048954,110.392967,-7.048955,110.393104,271.73,270.36,-1.37,0.77,0.75,0.76,15.16,16.66,19.92,0,1
12:42:59.93,-7.048954,110.392967,-7.048955,110.393104,272.35,270.36,-1.99,0.69,0.7,0.69,15.16,16.79,21.82,0,1
12:43:00.12,-7.048954,110.392967,-7.048955,110.393104,273.51,270.36,-3.15,0.71,0.73,0.72,15.16,16.92,20.97,0,1
12:43:00.39,-7.048954,110.392967,-7.048955,110.393104,274.9,270.36,-4.54,0.7,0.71,0.71,15.16,17.04,21.49,0,1
12:43:00.57,-7.048954,110.392967,-7.048958,110.393096,275.42,272,-3.41,1.01,1.05,1.03,14.32,17.23,13.86,0,1
12:43:00.76,-7.048954,110.392967,-7.048958,110.393096,275,272,-2.99,0.63,0.68,0.65,14.32,17.35,21.94,0,1
12:43:00.95,-7.048954,110.392967,-7.048958,110.393096,274.27,272,-2.27,0.67,0.69,0.68,14.32,17.47,21.04,0,1
12:43:01.15,-7.048954,110.392967,-7.04896,110.393096,273.43,272.6,-0.83,0.65,0.72,0.68,14.33,17.59,20.94,0,1
12:43:01.43,-7.048954,110.392967,-7.04896,110.393096,273.21,272.6,-0.61,0.71,0.73,0.72,14.33,17.72,19.83,0,1
12:43:01.60,-7.048954,110.392967,-7.04896,110.393096,272.58,272.6,0.02,1,1.02,1.01,14.33,17.9,14.2,0,1
12:43:01.79,-7.048954,110.392967,-7.04896,110.393089,272.18,273.39,1.21,0.66,0.69,0.68,13.49,18.03,19.92,0,1
12:43:01.98,-7.048954,110.392967,-7.04896,110.393089,272.27,273.39,1.12,0.68,0.7,0.69,13.49,18.15,19.52,0,1
12:43:02.16,-7.048954,110.392967,-7.04896,110.393089,273.09,272.97,-0.12,0.71,0.71,0.71,13.49,18.28,19.03,0,1
12:43:02.45,-7.048954,110.392967,-7.04896,110.393089,274.09,272.97,-1.12,0.71,0.66,0.68,13.49,18.4,19.71,0,1
12:43:02.62,-7.048954,110.392967,-7.048959,110.393081,275.37,272.93,-2.44,1.08,1.05,1.06,12.64,18.59,11.87,0,1
12:43:02.81,-7.048954,110.392967,-7.048959,110.393081,275.98,272.93,-3.05,0.71,0.7,0.7,12.64,18.72,18.02,0,1
12:43:03.00,-7.048954,110.392967,-7.048959,110.393081,276.06,272.93,-3.13,0.71,0.73,0.72,12.64,18.85,17.58,0,1
12:43:03.18,-7.048954,110.392967,-7.048959,110.393081,275.83,272.93,-2.91,0.7,0.73,0.71,12.64,18.98,17.75,0,1
12:43:03.47,-7.048954,110.392967,-7.048959,110.393081,275.35,272.93,-2.42,0.68,0.72,0.7,12.64,19.1,18.02,0,1
12:43:03.65,-7.048954,110.392967,-7.048959,110.393081,274.47,272.93,-1.54,1.02,1.08,1.05,12.64,19.29,12.03,0,1
12:43:03.83,-7.048954,110.392967,-7.04896,110.393074,273.41,273.15,-0.25,0.71,0.73,0.72,11.8,19.42,16.34,0,1
12:43:04.01,-7.048954,110.392967,-7.04896,110.393074,272.76,273.15,0.39,0.69,0.72,0.71,11.8,19.55,16.74,0,1
12:43:04.20,-7.048954,110.392967,-7.04896,110.393074,271.47,273.15,1.68,0.69,0.71,0.7,11.8,19.67,16.91,0,1
12:43:04.37,-7.048954,110.392967,-7.04896,110.393074,271.41,273.15,1.74,0.7,0.72,0.71,11.8,19.8,16.66,0,1
12:43:04.57,-7.048954,110.392967,-7.04896,110.393074,272.43,273.15,0.73,0.72,0.67,0.69,11.8,19.93,16.99,0,1
12:43:04.77,-7.048954,110.392967,-7.04896,110.393074,274.44,273.15,-1.29,0.73,0.67,0.7,11.8,20.05,16.82,0,1
12:43:05.02,-7.048954,110.392967,-7.04896,110.393074,276.05,273.15,-2.89,0.79,0.77,0.78,11.8,20.19,15.16,0,1
12:43:05.21,-7.048954,110.392967,-7.04896,110.393074,278.23,273.15,-5.08,0.98,0.94,0.96,11.8,20.37,12.3,0,1
12:43:05.39,-7.048954,110.392967,-7.04896,110.393058,278.26,274.43,-3.82,0.71,0.72,0.71,10.13,20.49,14.22,0,1
12:43:05.57,-7.048954,110.392967,-7.04896,110.393058,277.36,274.43,-2.93,0.68,0.72,0.7,10.13,20.62,14.51,0,1
12:43:05.76,-7.048954,110.392967,-7.04896,110.393058,275.81,274.43,-1.38,0.63,0.71,0.67,10.13,20.74,15.19,0,1
12:43:06.04,-7.048954,110.392967,-7.04896,110.393058,275.03,274.43,-0.6,0.64,0.7,0.67,10.13,20.86,15.11,0,1
12:43:06.23,-7.048954,110.392967,-7.048961,110.393058,274.38,274.71,0.33,1.03,1.07,1.05,10.13,21.05,9.64,0,1
12:43:06.40,-7.048954,110.392967,-7.048961,110.393058,274.4,274.71,0.31,0.71,0.71,0.71,10.13,21.18,14.37,0,1
12:43:06.59,-7.048954,110.392967,-7.048961,110.393058,274.55,274.71,0.15,0.73,0.72,0.73,10.13,21.31,13.95,0,1
12:43:06.77,-7.048954,110.392967,-7.048961,110.393058,274.97,274.71,-0.26,0.75,0.75,0.75,10.13,21.44,13.5,0,1
12:43:06.96,-7.048954,110.392967,-7.048961,110.393058,275.2,274.71,-0.49,0.73,0.72,0.72,10.13,21.57,14.02,0,1
12:43:07.15,-7.048954,110.392967,-7.048961,110.393058,275.36,274.71,-0.65,0.73,0.73,0.73,10.13,21.7,13.89,0,1
12:43:07.34,-7.048954,110.392967,-7.048961,110.393058,275.66,274.71,-0.95,0.73,0.73,0.73,10.13,21.84,13.82,0,1
12:43:07.59,-7.048954,110.392967,-7.048961,110.393058,275.83,274.71,-1.12,0.79,0.78,0.79,10.13,21.98,12.9,0,1
12:43:07.77,-7.048954,110.392967,-7.048961,110.393058,276.25,274.71,-1.54,1,1,1,10.13,22.16,10.15,0,1
12:43:07.96,-7.048954,110.392967,-7.048961,110.393058,276.24,274.71,-1.54,0.73,0.73,0.73,10.13,22.29,13.89,0,1
12:43:08.15,-7.048954,110.392967,-7.048961,110.393058,276.35,274.71,-1.64,0.73,0.74,0.73,10.13,22.42,13.82,0,1
12:43:08.35,-7.048954,110.392967,-7.048961,110.393058,276.33,274.71,-1.62,0.75,0.75,0.75,10.13,22.55,13.56,0,1
12:43:08.62,-7.048954,110.392967,-7.048961,110.393058,276.7,274.71,-1.99,0.8,0.82,0.81,10.13,22.7,12.56,0,1
12:43:08.81,-7.048954,110.392967,-7.048961,110.393058,276.95,274.71,-2.24,1.09,1.1,1.1,10.13,22.9,9.24,0,1
12:43:09.00,-7.048954,110.392967,-7.048962,110.393035,277.01,277.18,0.17,0.74,0.77,0.76,7.63,23.03,10.07,0,1
12:43:09.18,-7.048954,110.392967,-7.048962,110.393035,276.98,277.18,0.19,0.73,0.74,0.74,7.63,23.17,10.36,0,1
12:43:09.37,-7.048954,110.392967,-7.048962,110.393035,277.06,276.82,-0.23,0.76,0.77,0.77,7.62,23.3,9.93,0,1
12:43:09.64,-7.048954,110.392967,-7.048962,110.393035,276.84,276.82,-0.01,0.79,0.8,0.8,7.62,23.45,9.58,0,1
12:43:09.82,-7.048954,110.392967,-7.048962,110.393028,276.96,278.51,1.54,1.02,1.05,1.04,6.79,23.63,6.55,0,1
12:43:10.01,-7.048954,110.392967,-7.048962,110.393028,277.29,278.95,1.65,0.75,0.75,0.75,6.8,23.77,9.05,0,1
12:43:10.19,-7.048954,110.392967,-7.048962,110.393028,277.15,278.95,1.8,0.74,0.73,0.74,6.8,23.9,9.23,0,1
12:43:10.37,-7.048954,110.392967,-7.048962,110.393028,277.33,278.95,1.61,0.73,0.72,0.72,6.8,24.03,9.4,0,1
12:43:10.66,-7.048954,110.392967,-7.048962,110.393028,277.31,278.95,1.64,0.7,0.7,0.7,6.8,24.16,9.73,0,1
12:43:10.85,-7.048954,110.392967,-7.048962,110.393028,277.68,278.95,1.27,1.12,1.12,1.12,6.8,24.36,6.06,0,1
12:43:11.03,-7.048954,110.392967,-7.048962,110.39302,277.91,280.2,2.29,0.7,0.69,0.69,5.96,24.48,8.58,0,1
12:43:11.22,-7.048954,110.392967,-7.048962,110.39302,278.14,280.2,2.06,0.7,0.71,0.7,5.96,24.61,8.5,0,1
12:43:11.39,-7.048954,110.392967,-7.048962,110.39302,279.2,280.2,1,0.72,0.7,0.71,5.96,24.74,8.41,0,1
12:43:11.58,-7.048954,110.392967,-7.048962,110.393013,280.6,281.28,0.67,0.71,0.68,0.69,5.12,24.86,7.41,0,1
12:43:11.75,-7.048954,110.392967,-7.048962,110.393013,281.44,281.28,-0.16,0.72,0.71,0.71,5.12,24.99,7.19,0,1
12:43:11.96,-7.048954,110.392967,-7.048962,110.393013,282.27,281.28,-0.99,0.74,0.71,0.73,5.12,25.12,7.06,0,1
12:43:12.20,-7.048954,110.392967,-7.048962,110.393013,282.76,281.28,-1.48,0.77,0.77,0.77,5.12,25.26,6.64,0,1
12:43:12.39,-7.048954,110.392967,-7.048962,110.393013,283.01,281.28,-1.73,0.94,0.94,0.94,5.12,25.43,5.44,0,1
12:43:12.57,-7.048954,110.392967,-7.048962,110.393013,283.03,281.28,-1.76,0.71,0.73,0.72,5.12,25.56,7.12,0,1
12:43:12.76,-7.048954,110.392967,-7.048962,110.393013,282.95,281.28,-1.67,0.75,0.76,0.75,5.12,25.7,6.79,0,1
12:43:12.93,-7.048954,110.392967,-7.048962,110.393013,282.56,281.28,-1.28,0.71,0.75,0.73,5.12,25.83,7.02,0,1
12:43:13.11,-7.048954,110.392967,-7.048962,110.393013,282.46,281.28,-1.18,0.71,0.74,0.72,5.12,25.96,7.09,0,1
12:43:13.31,-7.048954,110.392967,-7.048962,110.393013,282.28,281.28,-1,1.03,1.08,1.06,5.12,26.15,4.84,0,1
12:43:13.49,-7.048954,110.392967,-7.048962,110.393013,282.35,281.28,-1.08,0.7,0.71,0.71,5.12,26.27,7.26,0,1
12:43:13.74,-7.048954,110.392967,-7.04896,110.392997,282.74,281.57,-1.17,0.72,0.73,0.72,3.43,26.4,4.74,0,1
12:43:13.94,-7.048954,110.392967,-7.04896,110.392997,283.19,281.57,-1.62,0.71,0.73,0.72,3.43,26.53,4.77,0,1
12:43:14.11,-7.048954,110.392967,-7.04896,110.392997,283.21,281.57,-1.64,0.69,0.7,0.69,3.43,26.66,4.93,0,1
12:43:14.30,-7.048954,110.392967,-7.04896,110.392997,283.17,281.57,-1.6,0.68,0.71,0.7,3.43,26.78,4.91,0,1
12:43:14.48,-7.048954,110.392967,-7.04896,110.392997,283.72,281.57,-2.15,0.71,0.74,0.72,3.43,26.91,4.74,0,1
12:43:14.76,-7.048954,110.392967,-7.04896,110.39299,283.92,285.26,1.35,0.7,0.71,0.7,2.6,27.04,3.71,0,1
12:43:14.97,-7.048954,110.392967,-7.04896,110.39299,283.56,285.26,1.7,0.75,0.68,0.72,2.6,27.17,3.64,0,1
12:43:15.16,-7.048954,110.392967,-7.04896,110.39299,283.74,285.26,1.52,0.38,0.36,0.37,2.6,27.24,7.04,0,1
12:43:15.35,-7.048954,110.392967,-7.04896,110.39299,283.94,285.26,1.32,0.29,0.27,0.28,2.6,27.29,9.33,0,1
