TIME,Lat_GPS,Lon_GPS,Target_Lat,Target_Lon,Theta,Theta_Target,Theta_Err,VL,VR,V_Aktual,Dist_GPS,Dist_Travelled,ETA_GPS,WP,MODE
45:39.3,-7.050816,110.391326,-7.050827,110.39138,286.05,282.68,-3.38,0.8,0.73,0.77,6.02,13.82,7.84,0,1
45:39.5,-7.050816,110.391326,-7.050827,110.39138,286.54,282.68,-3.86,0.82,0.83,0.83,6.02,13.96,7.27,0,1
45:39.7,-7.050816,110.391326,-7.050827,110.39138,286.74,282.68,-4.06,0.77,0.8,0.79,6.02,14.11,7.66,0,1
45:39.9,-7.050816,110.391326,-7.050829,110.391365,286.19,290.07,3.87,1.13,1.17,1.15,4.45,14.31,3.86,0,1
45:40.1,-7.050816,110.391326,-7.050829,110.391365,286.97,290.07,3.09,0.86,0.82,0.84,4.45,14.46,5.31,0,1
45:40.3,-7.050816,110.391326,-7.050829,110.391365,287.97,290.07,2.09,0.83,0.77,0.8,4.45,14.61,5.56,0,1
45:40.5,-7.050816,110.391326,-7.050828,110.391357,290.34,291.48,1.15,0.84,0.76,0.8,3.62,14.75,4.53,0,1
45:40.7,-7.050816,110.391326,-7.050828,110.391357,291.75,291.48,-0.27,0.86,0.75,0.81,3.62,14.9,4.49,0,1
45:40.9,-7.050816,110.391326,-7.050828,110.391357,293,291.48,-1.51,1.25,1.18,1.21,3.62,15.12,2.98,0,1
45:41.1,-7.050816,110.391326,-7.050828,110.391357,293.13,291.48,-1.64,0.83,0.82,0.82,3.62,15.26,4.39,0,1
45:41.3,-7.050816,110.391326,-7.050828,110.391357,292.78,291.48,-1.3,0.8,0.82,0.81,3.62,15.41,4.47,0,1
45:41.5,-7.050816,110.391326,-7.050828,110.391357,291.72,291.48,-0.24,0.83,0.86,0.84,3.62,15.56,4.28,0,1
45:41.7,-7.050816,110.391326,-7.050828,110.391349,291.21,309.31,18.09,0.85,0.88,0.87,2.85,15.72,3.3,0,1
45:41.9,-7.050816,110.391326,-7.050827,110.391349,291.53,309.31,17.78,1.06,0.98,1.02,2.83,15.9,2.77,0,1
45:42.1,-7.050816,110.391326,-7.050827,110.391349,295.48,309.31,13.82,0.61,0.45,0.53,2.83,16,5.33,0,1
45:42.3,-7.050816,110.391326,-7.050827,110.391349,299.59,309.31,9.72,0.55,0.28,0.42,2.83,16.07,6.81,0,1
45:42.5,-7.050816,110.391326,-7.050826,110.391342,307.02,324.18,17.16,0.47,0.22,0.35,2.02,16.13,5.84,0,1
45:42.8,-7.050816,110.391326,-7.050826,110.391342,312.11,324.18,12.07,0.47,0.21,0.34,2.02,16.19,5.96,0,1
45:43.0,-7.050816,110.391326,-7.050825,110.391342,319.99,320.11,0.12,0.62,0.27,0.44,1.94,16.27,4.37,0,1
45:43.2,-7.050816,110.391326,-7.050824,110.391342,323.74,318.58,-5.16,0.44,0.22,0.33,1.91,16.33,5.82,0,1
45:43.3,-7.050816,110.391326,-7.050824,110.391342,324.77,318.58,-6.19,0.37,0.24,0.31,1.91,16.39,6.22,0,1
45:43.5,-7.050816,110.391326,-7.050824,110.391342,325.06,318.58,-6.48,0.31,0.28,0.3,1.91,16.44,6.44,0,1
45:43.8,-7.050816,110.391326,-7.050824,110.391342,324.06,318.58,-5.48,0.27,0.29,0.28,1.91,16.49,6.84,0,1
45:44.0,-7.050816,110.391326,-7.050824,110.391342,321.41,318.58,-2.83,0.39,0.48,0.44,1.91,16.57,4.38,0,1
45:44.2,-7.050816,110.391326,-7.050824,110.391342,319.43,318.58,-0.85,0.28,0.36,0.32,1.91,16.63,6.01,0,1
45:44.4,-7.050816,110.391326,-7.050824,110.391342,318.28,318.58,0.3,0.28,0.36,0.32,1.91,16.69,5.95,0,1
45:44.6,-7.050816,110.391326,-7.050824,110.391342,317.04,318.58,1.54,0.29,0.33,0.31,1.91,16.74,6.22,0,1
45:44.8,-7.050871,110.391275,-7.050821,110.391334,316.8,232.39,-84.4,0.31,0.32,0.31,11.97,0,38.1,1,1
45:45.0,-7.050871,110.391275,-7.050821,110.391334,309.64,232.39,-77.24,0.34,0.52,0.43,11.97,0.08,27.88,1,1
45:45.2,-7.050871,110.391275,-7.050821,110.391334,298.13,232.39,-65.73,0.1,0.56,0.33,11.97,0.14,36.09,1,1
45:45.4,-7.050871,110.391275,-7.050821,110.391334,286.87,232.39,-54.47,0.08,0.66,0.37,11.97,0.2,32.35,1,1
45:45.6,-7.050871,110.391275,-7.05082,110.391326,266.84,229.8,-37.04,0.08,0.77,0.43,11.37,0.28,26.69,1,1
45:45.9,-7.050871,110.391275,-7.05082,110.391326,253.8,229.8,-24,0.16,0.88,0.52,11.37,0.37,21.85,1,1
45:46.0,-7.050871,110.391275,-7.05082,110.391326,235.87,229.8,-6.07,0.4,1.12,0.76,11.37,0.51,14.94,1,1
45:46.2,-7.050871,110.391275,-7.05082,110.391326,224.16,229.8,5.64,0.44,0.8,0.62,11.37,0.62,18.29,1,1
45:46.4,-7.050871,110.391275,-7.050824,110.391326,219.68,231.42,11.74,0.64,0.87,0.75,11.09,0.76,14.7,1,1
45:46.6,-7.050871,110.391275,-7.050826,110.391326,216.97,231.98,15.01,0.75,0.75,0.75,10.98,0.89,14.7,1,1
45:46.9,-7.050871,110.391275,-7.050826,110.391326,218.34,231.98,13.64,0.85,0.7,0.77,10.98,1.03,14.17,1,1
45:47.1,-7.050871,110.391275,-7.050826,110.391326,224.32,231.98,7.65,1.12,0.89,1,10.98,1.21,10.96,1,1
45:47.3,-7.050871,110.391275,-7.05083,110.391319,229.31,229.01,-0.3,0.87,0.64,0.75,10.03,1.35,13.31,1,1
45:47.4,-7.050871,110.391275,-7.05083,110.391319,232.9,229.01,-3.9,0.85,0.65,0.75,10.03,1.48,13.37,1,1
45:47.6,-7.050871,110.391275,-7.05083,110.391319,236.97,229.01,-7.96,0.85,0.69,0.77,10.03,1.62,13,1,1
45:47.9,-7.050871,110.391275,-7.05083,110.391319,237.41,229.01,-8.4,0.77,0.73,0.75,10.03,1.76,13.31,1,1
45:48.1,-7.050871,110.391275,-7.050832,110.391311,236,226.63,-9.37,1.1,1.17,1.13,9.23,1.96,8.14,1,1
45:48.3,-7.050871,110.391275,-7.050832,110.391311,234.42,226.63,-7.79,0.74,0.81,0.77,9.23,2.1,11.91,1,1
45:48.4,-7.050871,110.391275,-7.050832,110.391311,233.1,226.63,-6.47,0.72,0.78,0.75,9.23,2.24,12.3,1,1
45:48.6,-7.050871,110.391275,-7.050836,110.391311,230.01,228.82,-1.19,0.75,0.84,0.8,8.98,2.38,11.28,1,1
45:48.9,-7.050871,110.391275,-7.050836,110.391311,227.96,228.82,0.87,0.71,0.81,0.76,8.98,2.52,11.8,1,1
45:49.1,-7.050871,110.391275,-7.050836,110.391311,226.13,228.82,2.7,1.14,1.23,1.19,8.98,2.73,7.57,1,1
45:49.3,-7.050871,110.391275,-7.050839,110.391304,225.8,223.53,-2.27,0.79,0.78,0.79,8.11,2.87,10.32,1,1
45:49.5,-7.050871,110.391275,-7.050839,110.391304,226.13,223.53,-2.6,0.81,0.8,0.8,8.11,3.02,10.1,1,1
45:49.7,-7.050871,110.391275,-7.050839,110.391304,225.97,223.53,-2.44,0.81,0.8,0.8,8.11,3.16,10.1,1,1
45:49.9,-7.050871,110.391275,-7.050839,110.391304,225.07,223.53,-1.54,0.81,0.85,0.83,8.11,3.31,9.76,1,1
45:50.1,-7.050871,110.391275,-7.050844,110.391304,223.63,226.36,2.73,1.14,1.18,1.16,7.75,3.52,6.69,1,1
45:50.3,-7.050871,110.391275,-7.050844,110.391304,223.67,226.36,2.69,0.84,0.87,0.86,7.75,3.67,9.07,1,1
45:50.5,-7.050871,110.391275,-7.050844,110.391304,224.77,226.36,1.59,0.86,0.79,0.82,7.75,3.82,9.41,1,1
45:50.7,-7.050871,110.391275,-7.050844,110.391304,227.41,226.36,-1.05,0.84,0.75,0.8,7.75,3.96,9.74,1,1
45:50.9,-7.050871,110.391275,-7.050848,110.391296,228.41,229.18,0.77,0.85,0.73,0.79,6.81,4.11,8.59,1,1
45:51.1,-7.050871,110.391275,-7.050849,110.391296,224.16,230.69,6.53,0.98,0.85,0.91,6.7,4.27,7.33,1,1
45:51.3,-7.050871,110.391275,-7.050849,110.391296,220.51,230.69,10.18,0.72,0.67,0.69,6.7,4.4,9.64,1,1
45:51.5,-7.050871,110.391275,-7.050849,110.391296,219.64,230.69,11.05,0.71,0.64,0.68,6.7,4.52,9.89,1,1
45:51.7,-7.050871,110.391275,-7.050849,110.391296,220.11,230.69,10.58,0.69,0.65,0.67,6.7,4.64,10,1,1
45:52.0,-7.050871,110.391275,-7.050849,110.391296,222.5,230.69,8.2,0.77,0.63,0.7,6.7,4.77,9.55,1,1
45:52.2,-7.050871,110.391275,-7.050849,110.391296,224.98,230.69,5.71,1.12,0.91,1.02,6.7,4.95,6.6,1,1
45:52.4,-7.050871,110.391275,-7.050849,110.391296,228.09,230.69,2.6,0.86,0.68,0.77,6.7,5.09,8.68,1,1
45:52.6,-7.050871,110.391275,-7.050849,110.391296,230.11,230.69,0.58,0.86,0.7,0.78,6.7,5.23,8.61,1,1
45:52.7,-7.050871,110.391275,-7.050849,110.391296,233.32,230.69,-2.63,0.83,0.72,0.77,6.7,5.37,8.65,1,1
45:53.0,-7.050871,110.391275,-7.050849,110.391296,234.97,230.69,-4.28,0.86,0.76,0.81,6.7,5.51,8.27,1,1
45:53.2,-7.050871,110.391275,-7.050849,110.391296,236.06,230.69,-5.36,1.13,1.1,1.12,6.7,5.71,6,1,1
45:53.4,-7.050871,110.391275,-7.050858,110.391281,235.95,219.89,-16.06,0.8,0.8,0.8,4.86,5.86,6.05,1,1
45:53.6,-7.050871,110.391275,-7.050858,110.391281,234.29,220.64,-13.65,0.71,0.8,0.75,4.82,5.99,6.39,1,1
45:53.8,-7.050871,110.391275,-7.050858,110.391281,230.45,220.64,-9.81,0.68,0.82,0.75,4.82,6.13,6.39,1,1
45:54.0,-7.050871,110.391275,-7.05086,110.391273,227.65,214.24,-13.42,0.67,0.8,0.74,4.1,6.26,5.57,1,1
45:54.2,-7.050871,110.391275,-7.05086,110.391273,222.42,214.24,-8.19,0.94,1.12,1.03,4.1,6.45,3.99,1,1
45:54.4,-7.050871,110.391275,-7.05086,110.391273,218.66,214.24,-4.43,0.68,0.86,0.77,4.1,6.59,5.34,1,1
45:54.6,-7.050871,110.391275,-7.05086,110.391273,216.28,214.24,-2.04,0.72,0.83,0.77,4.1,6.73,5.3,1,1
45:54.8,-7.050871,110.391275,-7.05086,110.391273,213.66,214.24,0.58,0.7,0.8,0.75,4.1,6.86,5.47,1,1
45:55.0,-7.050871,110.391275,-7.05086,110.391273,212.64,214.24,1.59,0.8,0.83,0.82,4.1,7.01,5.02,1,1
45:55.2,-7.050871,110.391275,-7.05086,110.391273,212.21,214.24,2.02,1.01,1.04,1.03,4.1,7.19,4,1,1
45:55.4,-7.050871,110.391275,-7.05086,110.391273,212.46,214.24,1.78,0.82,0.74,0.78,4.1,7.33,5.25,1,1
45:55.6,-7.050871,110.391275,-7.05086,110.391273,213.33,214.24,0.91,0.84,0.82,0.83,4.1,7.48,4.94,1,1
45:55.8,-7.050871,110.391275,-7.05086,110.391273,215.37,214.24,-1.14,0.82,0.73,0.78,4.1,7.62,5.27,1,1
45:56.1,-7.050871,110.391275,-7.05086,110.391273,216.9,214.24,-2.67,0.88,0.81,0.84,4.1,7.77,4.86,1,1
45:56.3,-7.050871,110.391275,-7.05086,110.391273,217.33,214.24,-3.09,1.19,1.12,1.16,4.1,7.98,3.54,1,1
45:56.4,-7.050871,110.391275,-7.050875,110.391258,216.62,223.9,7.28,0.83,0.88,0.86,1.75,8.14,2.05,1,1
45:56.6,-7.050871,110.391275,-7.050875,110.391258,216.41,223.9,7.49,0.75,0.73,0.74,1.75,8.27,2.37,1,1
45:56.8,-7.050871,110.391275,-7.050875,110.391258,218.19,223.9,5.71,0.52,0.56,0.54,1.75,8.37,3.26,1,1
45:57.1,-7.050871,110.391275,-7.050875,110.391258,220.96,223.9,2.94,0.52,0.4,0.46,1.75,8.45,3.78,1,1
45:57.3,-7.050871,110.391275,-7.050875,110.391258,225.79,223.9,-1.89,0.56,0.37,0.46,1.75,8.53,3.78,1,1
45:57.5,-7.050871,110.391275,-7.050875,110.391258,228.33,223.9,-4.43,0.38,0.26,0.32,1.75,8.59,5.52,1,1
45:57.7,-7.050841,110.391145,-7.050878,110.39125,228.91,298.27,69.36,0.32,0.28,0.3,11.39,0,37.93,2,1
45:57.8,-7.050841,110.391145,-7.050878,110.39125,230.36,298.27,67.91,0.3,0.29,0.3,11.39,0.05,38.37,2,1
45:58.1,-7.050841,110.391145,-7.050878,110.39125,239.09,298.27,59.18,0.45,0.16,0.3,11.39,0.11,37.49,2,1
45:58.3,-7.050841,110.391145,-7.050878,110.39125,262.41,298.27,35.86,1.06,0.13,0.59,11.39,0.21,19.19,2,1
45:58.5,-7.050841,110.391145,-7.050877,110.39125,280.23,297.62,17.39,0.84,0.12,0.48,11.34,0.3,23.71,2,1
45:58.7,-7.050841,110.391145,-7.050877,110.39125,290.19,297.62,7.43,0.88,0.26,0.57,11.34,0.4,19.93,2,1
45:58.8,-7.050841,110.391145,-7.050877,110.39125,304.48,297.62,-6.86,0.91,0.43,0.67,11.34,0.52,16.92,2,1
45:59.1,-7.050841,110.391145,-7.050877,110.39125,311.45,297.62,-13.83,0.84,0.59,0.72,11.34,0.65,15.84,2,1
45:59.3,-7.050841,110.391145,-7.050877,110.39125,312.97,297.62,-15.35,1.15,1.09,1.12,11.34,0.85,10.12,2,1
45:59.5,-7.050841,110.391145,-7.050877,110.39125,310.56,297.62,-12.94,0.67,0.77,0.72,11.34,0.98,15.77,2,1
45:59.7,-7.050841,110.391145,-7.050877,110.39125,308.28,297.62,-10.66,0.66,0.82,0.74,11.34,1.12,15.39,2,1
45:59.9,-7.050841,110.391145,-7.050877,110.39125,303.94,297.62,-6.32,0.68,0.82,0.75,11.34,1.25,15.11,2,1
46:00.0,-7.050841,110.391145,-7.050877,110.39125,301.11,297.62,-3.5,0.69,0.82,0.76,11.34,1.39,14.97,2,1
46:00.2,-7.050841,110.391145,-7.050877,110.39125,299.2,297.62,-1.58,0.71,0.8,0.75,11.34,1.52,15.04,2,1
46:00.4,-7.050841,110.391145,-7.050877,110.39125,296.84,297.62,0.78,0.77,0.87,0.82,11.34,1.67,13.88,2,1
46:00.7,-7.050841,110.391145,-7.050877,110.39125,295.44,297.62,2.18,0.81,0.86,0.83,11.34,1.82,13.59,2,1
46:00.9,-7.050841,110.391145,-7.050877,110.39125,294.95,297.62,2.67,1.04,1.08,1.06,11.34,2.01,10.68,2,1
46:01.0,-7.050841,110.391145,-7.050877,110.39125,295.6,297.62,2.02,0.83,0.77,0.8,11.34,2.16,14.18,2,1
46:01.2,-7.050841,110.391145,-7.050877,110.39125,296.57,297.62,1.05,0.82,0.8,0.81,11.34,2.3,14,2,1
46:01.4,-7.050841,110.391145,-7.050877,110.39125,298.46,297.62,-0.84,0.89,0.79,0.84,11.34,2.45,13.48,2,1
46:01.7,-7.050841,110.391145,-7.050877,110.39125,299.96,297.62,-2.34,0.94,0.89,0.91,11.34,2.62,12.44,2,1
46:01.9,-7.050841,110.391145,-7.050877,110.39125,300.36,297.62,-2.74,1.26,1.23,1.25,11.34,2.84,9.1,2,1
46:02.1,-7.050841,110.391145,-7.050877,110.39125,299.78,297.62,-2.17,0.82,0.84,0.83,11.34,2.99,13.65,2,1
46:02.3,-7.050841,110.391145,-7.050877,110.39125,298.8,297.62,-1.18,0.87,0.91,0.89,11.34,3.15,12.69,2,1
46:02.4,-7.050841,110.391145,-7.050877,110.39125,297.51,297.62,0.11,0.82,0.87,0.84,11.34,3.3,13.48,2,1
46:02.7,-7.050841,110.391145,-7.050877,110.39125,296.56,297.62,1.06,0.82,0.85,0.84,11.34,3.45,13.53,2,1
46:02.9,-7.050841,110.391145,-7.050877,110.39125,295.93,297.62,1.69,1.24,1.24,1.24,11.34,3.68,9.12,2,1
46:03.1,-7.050841,110.391145,-7.05086,110.391212,296.64,298.16,1.52,0.84,0.84,0.84,6.75,3.83,8.06,2,1
46:03.3,-7.050841,110.391145,-7.05086,110.391212,297.71,298.16,0.45,0.85,0.77,0.81,6.75,3.97,8.3,2,1
46:03.5,-7.050841,110.391145,-7.050859,110.391212,299.68,296.74,-2.94,0.9,0.84,0.87,6.67,4.13,7.68,2,1
46:03.6,-7.050841,110.391145,-7.050859,110.391212,300.69,296.74,-3.95,0.91,0.85,0.88,6.67,4.29,7.56,2,1
46:03.8,-7.050841,110.391145,-7.050859,110.391212,300.36,296.74,-3.62,1.22,1.27,1.25,6.67,4.51,5.35,2,1
46:04.0,-7.050841,110.391145,-7.050859,110.391212,300.36,296.74,-3.62,1.22,0.84,0.83,6.67,4.66,8.07,2,1
46:04.3,-7.050841,110.391145,-7.050859,110.391212,299.09,296.74,-2.35,0.85,0.93,0.89,6.67,4.82,7.5,2,1
46:04.4,-7.050841,110.391145,-7.050859,110.391212,298,296.74,-1.26,0.84,0.86,0.85,6.67,4.98,7.87,2,1
46:04.6,-7.050841,110.391145,-7.050855,110.391197,297.18,304.71,7.54,0.86,0.92,0.89,5,5.14,5.62,2,1
46:04.8,-7.050841,110.391145,-7.050855,110.391197,297.11,304.71,7.6,1.21,1.16,1.18,4.97,5.35,4.2,2,1
46:05.0,-7.050841,110.391145,-7.050855,110.391197,299.14,304.71,5.57,0.89,0.77,0.83,4.97,5.5,5.99,2,1
46:05.3,-7.050841,110.391145,-7.050854,110.391197,302.58,304.71,2.13,0.9,0.76,0.83,4.95,5.65,5.95,2,1
46:05.5,-7.050841,110.391145,-7.050852,110.391189,305.76,302.2,-3.56,0.84,0.78,0.81,4.13,5.79,5.07,2,1
46:05.7,-7.050841,110.391145,-7.050852,110.391189,307.07,302.2,-4.87,0.84,0.77,0.81,4.13,5.94,5.12,2,1
46:05.8,-7.050841,110.391145,-7.050852,110.391189,307.2,302.2,-5,0.82,0.83,0.82,4.13,6.09,5.01,2,1
46:06.0,-7.050841,110.391145,-7.05085,110.391189,306.51,300.09,-6.42,0.8,0.81,0.8,4.01,6.23,4.99,2,1
46:06.3,-7.050841,110.391145,-7.05085,110.391189,305.08,300.09,-4.99,0.8,0.87,0.83,4.01,6.38,4.82,2,1
46:06.5,-7.050841,110.391145,-7.05085,110.391189,302.34,300.09,-2.25,1.09,1.17,1.13,4.01,6.59,3.54,2,1
46:06.7,-7.050841,110.391145,-7.05085,110.391189,300.78,300.09,-0.69,0.84,0.91,0.88,4.01,6.74,4.58,2,1
46:06.9,-7.050841,110.391145,-7.05085,110.391189,299.71,300.09,0.37,0.8,0.85,0.83,4.01,6.89,4.85,2,1
46:07.0,-7.050841,110.391145,-7.05085,110.391189,298.53,300.09,1.56,0.83,0.88,0.86,4.01,7.05,4.69,2,1
46:07.3,-7.050841,110.391145,-7.05085,110.391189,298.32,300.09,1.77,0.89,0.89,0.89,4.01,7.21,4.49,2,1
46:07.5,-7.050841,110.391145,-7.05085,110.391189,300.44,300.09,-0.35,1.23,1.15,1.19,4.01,7.42,3.37,2,1
46:07.7,-7.050841,110.391145,-7.05085,110.391189,302.16,300.09,-2.07,0.95,0.87,0.91,4.01,7.59,4.4,2,1
46:07.9,-7.050841,110.391145,-7.05085,110.391189,302.77,300.09,-2.68,0.91,0.87,0.89,4.01,7.75,4.5,2,1
46:08.1,-7.050841,110.391145,-7.05085,110.391189,302.59,300.09,-2.5,0.83,0.84,0.83,4.01,7.9,4.8,2,1
46:08.3,-7.050841,110.391145,-7.050843,110.391166,302.59,300.09,-2.5,0.86,0.89,0.87,1.57,8.05,1.8,2,1
46:08.6,-7.050841,110.391145,-7.050843,110.391166,302.59,300.09,-2.5,1,0.86,0.93,1.57,8.22,1.69,2,1
46:08.7,-7.050789,110.391187,-7.050841,110.391166,305.87,28.21,82.34,0.68,0.19,0.44,7.81,0,17.91,3,1
46:08.9,-7.050789,110.391187,-7.050841,110.391166,312.46,28.21,75.75,0.63,0.14,0.38,7.81,0.07,20.35,3,1
46:09.1,-7.050789,110.391187,-7.050841,110.391166,327.2,28.21,61.01,0.64,0.12,0.38,7.81,0.14,20.73,3,1
46:09.4,-7.050789,110.391187,-7.050838,110.391166,65.52,29.21,-36.31,1.11,0.11,0.61,7.53,0.31,12.33,3,1
46:09.6,-7.050789,110.391187,-7.050838,110.391166,24.34,29.21,4.87,0.54,0.27,0.41,7.53,0.39,18.43,3,1
46:09.8,-7.050789,110.391187,-7.050838,110.391166,18.79,29.21,10.42,0.53,0.46,0.5,7.53,0.48,15.19,3,1
46:09.9,-7.050789,110.391187,-7.050838,110.391166,15.97,29.21,13.24,0.76,0.66,0.71,7.53,0.6,10.57,3,1
46:10.1,-7.050789,110.391187,-7.050838,110.391166,15.94,29.21,13.27,0.77,0.61,0.69,7.53,0.73,10.95,3,1
46:10.4,-7.050789,110.391187,-7.050838,110.391166,18.14,29.21,11.07,1.03,0.85,0.94,7.53,0.9,7.99,3,1
46:10.6,-7.050789,110.391187,-7.050838,110.391166,20.78,29.21,8.43,0.79,0.66,0.72,7.53,1.03,10.42,3,1
46:10.8,-7.050789,110.391187,-7.050838,110.391166,22.79,29.21,6.42,0.8,0.64,0.72,7.53,1.16,10.47,3,1
46:11.0,-7.050789,110.391187,-7.050829,110.391166,25.85,33.49,7.64,0.85,0.73,0.79,6.64,1.3,8.42,3,1
46:11.2,-7.050789,110.391187,-7.050829,110.391166,28.44,33.49,5.05,0.84,0.71,0.77,6.64,1.44,8.57,3,1
46:11.4,-7.050789,110.391187,-7.050829,110.391166,33.28,33.49,0.21,1.1,0.9,1,6.64,1.62,6.65,3,1
46:11.6,-7.050789,110.391187,-7.050826,110.391174,35.36,23.42,-11.94,0.89,0.75,0.82,5.92,1.77,7.22,3,1
46:11.8,-7.050789,110.391187,-7.050826,110.391174,34.72,23.42,-11.31,0.79,0.83,0.81,5.92,1.91,7.31,3,1
46:12.0,-7.050789,110.391187,-7.050824,110.391174,32.47,24.2,-8.27,0.71,0.83,0.77,5.73,2.05,7.43,3,1
46:12.2,-7.050789,110.391187,-7.050824,110.391174,29.48,24.2,-5.28,0.68,0.82,0.75,5.73,2.18,7.67,3,1
46:12.4,-7.050789,110.391187,-7.050824,110.391174,24.74,24.2,-0.54,1.05,1.22,1.13,5.73,2.39,5.05,3,1
